,state,county,percent_vac
1709,NC,LENOIR,0.45
1710,NC,LINCOLN,0.416
1711,NC,MCDOWELL,0.395
1712,NC,MACON,0.342
1713,NC,MADISON,0.432
1714,NC,MARTIN,0.856
1715,NC,MECKLENBURG,0.561
1716,NC,MITCHELL,0.427
1717,NC,MONTGOMERY,0.37
1718,NC,MOORE,0.522
1719,NC,NASH,0.505
1720,NC,NEW HANOVER,0.567
1721,NC,NORTHAMPTON,0.428
1722,NC,ONSLOW,0.449
1723,NC,ORANGE,0.696
1724,NC,PAMLICO,0.523
1725,NC,PASQUOTANK,0.442
1726,NC,PENDER,0.444
1727,NC,PERQUIMANS,0.336
1728,NC,PERSON,0.477
1729,NC,PITT,0.459
1730,NC,POLK,0.425
1731,NC,RANDOLPH,0.367
1732,NC,RICHMOND,0.4
1733,NC,ROBESON,0.333
1734,NC,ROCKINGHAM,0.428
1735,NC,ROWAN,0.377
1736,NC,RUTHERFORD,0.357
1737,NC,SAMPSON,0.431
1738,NC,SCOTLAND,0.399
1739,NC,STANLY,0.283
1740,NC,STOKES,0.339
1741,NC,SURRY,0.429
1742,NC,SWAIN,0.497
1743,NC,TRANSYLVANIA,0.501
1744,NC,TYRRELL,0.392
1745,NC,UNION,0.472
1746,NC,VANCE,0.433
1747,NC,WAKE,0.656
1748,NC,WARREN,0.393
1749,NC,WASHINGTON,0.415
1750,NC,WATAUGA,0.537
1751,NC,WAYNE,0.431
1752,NC,WILKES,0.394
1753,NC,WILSON,0.447
1754,NC,YADKIN,0.41
1755,NC,YANCEY,0.443
1756,ND,ADAMS,0.479
1757,ND,BARNES,0.579
1758,ND,BENSON,0.542
1759,ND,BILLINGS,0.431
1760,ND,BOTTINEAU,0.504
1761,ND,BOWMAN,0.386
1762,ND,BURKE,0.437
1763,ND,BURLEIGH,0.485
1764,ND,CASS,0.59
1765,ND,CAVALIER,0.631
1766,ND,DICKEY,0.672
1767,ND,DIVIDE,0.527
1768,ND,DUNN,0.304
1769,ND,EDDY,0.54
1770,ND,EMMONS,0.352
1771,ND,FOSTER,0.562
1772,ND,GOLDEN VALLEY,0.305
1773,ND,GRAND FORKS,0.533
1774,ND,GRANT,0.298
1775,ND,GRIGGS,0.543
1776,ND,HETTINGER,0.367
1777,ND,KIDDER,0.409
1778,ND,LAMOURE,0.491
1779,ND,LOGAN,0.418
1780,ND,MCHENRY,0.454
1781,ND,MCINTOSH,0.468
1782,ND,MCKENZIE,0.31
1783,ND,MCLEAN,0.472
1784,ND,MERCER,0.416
1785,ND,MORTON,0.427
1786,ND,MOUNTRAIL,0.443
1787,ND,NELSON,0.631
1788,ND,OLIVER,0.412
1789,ND,PEMBINA,0.531
1790,ND,PIERCE,0.456
1791,ND,RAMSEY,0.52
1792,ND,RANSOM,0.574
1793,ND,RENVILLE,0.427
1794,ND,RICHLAND,0.567
1795,ND,ROLETTE,0.598
1796,ND,SARGENT,0.574
1797,ND,SHERIDAN,0.464
1798,ND,SIOUX,0.374
1799,ND,SLOPE,0.315
1800,ND,STARK,0.343
1801,ND,STEELE,0.603
1802,ND,STUTSMAN,0.521
1803,ND,TOWNER,0.511
1804,ND,TRAILL,0.577
1805,ND,WALSH,0.565
1806,ND,WARD,0.439
1807,ND,WELLS,0.445
1808,ND,WILLIAMS,0.304
1809,NE,ADAMS,0.361
1810,NE,ANTELOPE,0.332
1811,NE,ARTHUR,0.155
1812,NE,BANNER,0.229
1813,NE,BLAINE,0.22
1814,NE,BOONE,0.458
1815,NE,BOX BUTTE,0.258
1816,NE,BOYD,0.305
1817,NE,BROWN,0.304
1818,NE,BUFFALO,0.331
1819,NE,BURT,0.518
1820,NE,BUTLER,0.457
1821,NE,CASS,0.507
1822,NE,CEDAR,0.371
1823,NE,CHASE,0.263
1824,NE,CHERRY,0.287
1825,NE,CHEYENNE,0.352
1826,NE,CLAY,0.364
1827,NE,COLFAX,0.367
1828,NE,CUMING,0.45
1829,NE,CUSTER,0.332
1830,NE,DAKOTA,0.486
1831,NE,DAWES,0.328
1832,NE,DAWSON,0.332
1833,NE,DEUEL,0.285
1834,NE,DIXON,0.386
1835,NE,DODGE,0.465
1836,NE,DOUGLAS,0.555
1837,NE,DUNDY,0.35
1838,NE,FILLMORE,0.468
1839,NE,FRANKLIN,0.344
1840,NE,FRONTIER,0.219
1841,NE,FURNAS,0.368
1842,NE,GAGE,0.359
1843,NE,GARDEN,0.409
1844,NE,GARFIELD,0.263
1845,NE,GOSPER,0.342
1846,NE,GRANT,0.145
1847,NE,GREELEY,0.363
1848,NE,HALL,0.394
1849,NE,HAMILTON,0.389
1850,NE,HARLAN,0.334
1851,NE,HAYES,0.174
1852,NE,HITCHCOCK,0.284
1853,NE,HOLT,0.368
1854,NE,HOOKER,0.386
1855,NE,HOWARD,0.375
1856,NE,JEFFERSON,0.457
1857,NE,JOHNSON,0.434
1858,NE,KEARNEY,0.381
1859,NE,KEITH,0.305
1860,NE,KEYA PAHA,0.236
1861,NE,KIMBALL,0.319
1862,NE,KNOX,0.449
1863,NE,LANCASTER,0.577
1864,NE,LINCOLN,0.246
1865,NE,LOGAN,0.157
1866,NE,LOUP,0.23
1867,NE,MCPHERSON,0.109
1868,NE,MADISON,0.38
1869,NE,MERRICK,0.349
1870,NE,MORRILL,0.285
1871,NE,NANCE,0.259
1872,NE,NEMAHA,0.438
1873,NE,NUCKOLLS,0.423
1874,NE,OTOE,0.444
1875,NE,PAWNEE,0.369
1876,NE,PERKINS,0.348
1877,NE,PHELPS,0.322
1878,NE,PIERCE,0.335
1879,NE,PLATTE,0.38
1880,NE,POLK,0.349
1881,NE,RED WILLOW,0.303
1882,NE,RICHARDSON,0.434
1883,NE,ROCK,0.306
1884,NE,SALINE,0.413
1885,NE,SARPY,0.526
1886,NE,SAUNDERS,0.459
1887,NE,SCOTTS BLUFF,0.335
1888,NE,SEWARD,0.403
1889,NE,SHERIDAN,0.277
1890,NE,SHERMAN,0.359
1891,NE,SIOUX,0.214
1892,NE,STANTON,0.233
1893,NE,THAYER,0.424
1894,NE,THOMAS,0.213
1895,NE,THURSTON,0.563
1896,NE,VALLEY,0.279
1897,NE,WASHINGTON,0.468
1898,NE,WAYNE,0.358
1899,NE,WEBSTER,0.346
1900,NE,WHEELER,0.247
1901,NE,YORK,0.458
1902,NH,BELKNAP,0.583
1903,NH,CARROLL,0.683
1904,NH,CHESHIRE,0.586
1905,NH,COOS,0.592
1906,NH,GRAFTON,0.729
1907,NH,HILLSBOROUGH,0.592
1908,NH,MERRIMACK,0.652
1909,NH,ROCKINGHAM,0.622
1910,NH,STRAFFORD,0.587
1911,NH,SULLIVAN,0.604
1912,NJ,ATLANTIC,0.6
1913,NJ,BERGEN,0.703
1914,NJ,BURLINGTON,0.659
1915,NJ,CAMDEN,0.601
1916,NJ,CAPE MAY,0.666
1917,NJ,CUMBERLAND,0.479
1918,NJ,ESSEX,0.625
1919,NJ,GLOUCESTER,0.573
1920,NJ,HUDSON,0.69
1921,NJ,HUNTERDON,0.661
1922,NJ,MERCER,0.647
1923,NJ,MIDDLESEX,0.664
1924,NJ,MONMOUTH,0.625
1925,NJ,MORRIS,0.717
1926,NJ,OCEAN,0.502
1927,NJ,PASSAIC,0.614
1928,NJ,SALEM,0.514
1929,NJ,SOMERSET,0.702
1930,NJ,SUSSEX,0.588
1931,NJ,UNION,0.629
1932,NJ,WARREN,0.62
1933,NM,BERNALILLO,0.605
1934,NM,CATRON,0.402
1935,NM,CHAVES,0.36
1936,NM,CIBOLA,0.631
1937,NM,COLFAX,0.55
1938,NM,CURRY,0.372
1939,NM,DE BACA,0.428
1940,NM,DOÑA ANA,0.59
1941,NM,EDDY,0.364
1942,NM,GRANT,0.591
1943,NM,GUADALUPE,0.589
1944,NM,HARDING,0.467
1945,NM,HIDALGO,0.48
1946,NM,LEA,0.351
1947,NM,LINCOLN,0.508
1948,NM,LOS ALAMOS,0.696
1949,NM,LUNA,0.584
1950,NM,MCKINLEY,0.682
1951,NM,MORA,0.558
1952,NM,OTERO,0.415
1953,NM,QUAY,0.383
1954,NM,RIO ARRIBA,0.665
1955,NM,ROOSEVELT,0.311
1956,NM,SANDOVAL,0.62
1957,NM,SAN JUAN,0.597
1958,NM,SAN MIGUEL,0.568
1959,NM,SANTA FE,0.707
1960,NM,SIERRA,0.589
1961,NM,SOCORRO,0.552
1962,NM,TAOS,0.721
1963,NM,TORRANCE,0.367
1964,NM,UNION,0.461
1965,NM,VALENCIA,0.503
1966,NV,CHURCHILL,0.418
1967,NV,CLARK,0.522
1968,NV,DOUGLAS,0.485
1969,NV,ELKO,0.349
1970,NV,ESMERALDA,0.399
1971,NV,EUREKA,0.243
1972,NV,HUMBOLDT,0.361
1973,NV,LANDER,0.319
1974,NV,LINCOLN,0.321
1975,NV,LYON,0.364
1976,NV,MINERAL,0.499
1977,NV,NYE,0.404
1978,NV,PERSHING,0.342
1979,NV,STOREY,0.189
1980,NV,WASHOE,0.583
1981,NV,WHITE PINE,0.45
1982,NV,CARSON CITY,0.578
1983,NY,ALBANY,0.657
1984,NY,ALLEGANY,0.367
1985,NY,BRONX,0.538
1986,NY,BROOME,0.561
1987,NY,CATTARAUGUS,0.488
1988,NY,CAYUGA,0.519
1989,NY,CHAUTAUQUA,0.514
1990,NY,CHEMUNG,0.512
1991,NY,CHENANGO,0.538
1992,NY,CLINTON,0.638
1993,NY,COLUMBIA,0.658
1994,NY,CORTLAND,0.523
1995,NY,DELAWARE,0.513
1996,NY,DUTCHESS,0.61
1997,NY,ERIE,0.61
1998,NY,ESSEX,0.645
1999,NY,FRANKLIN,0.556
2000,NY,FULTON,0.467
2001,NY,GENESEE,0.524
2002,NY,GREENE,0.558
2003,NY,HAMILTON,0.815
2004,NY,HERKIMER,0.51
2005,NY,JEFFERSON,0.656
2006,NY,KINGS,0.552
2007,NY,LEWIS,0.441
2008,NY,LIVINGSTON,0.528
2009,NY,MADISON,0.547
2010,NY,MONROE,0.63
2011,NY,MONTGOMERY,0.574
2012,NY,NASSAU,0.699
2013,NY,NEW YORK,0.75
2014,NY,NIAGARA,0.581
2015,NY,ONEIDA,0.541
2016,NY,ONONDAGA,0.653
2017,NY,ONTARIO,0.608
2018,NY,ORANGE,0.563
2019,NY,ORLEANS,0.47
2020,NY,OSWEGO,0.516
2021,NY,OTSEGO,0.539
2022,NY,PUTNAM,0.64
2023,NY,QUEENS,0.702
2024,NY,RENSSELAER,0.625
2025,NY,RICHMOND,0.574
2026,NY,ROCKLAND,0.548
2027,NY,ST. LAWRENCE,0.528
2028,NY,SARATOGA,0.703
2029,NY,SCHENECTADY,0.629
2030,NY,SCHOHARIE,0.496
2031,NY,SCHUYLER,0.555
2032,NY,SENECA,0.478
2033,NY,STEUBEN,0.516
2034,NY,SUFFOLK,0.642
2035,NY,SULLIVAN,0.513
2036,NY,TIOGA,0.535
2037,NY,TOMPKINS,0.719
2038,NY,ULSTER,0.637
2039,NY,WARREN,0.688
2040,NY,WASHINGTON,0.58
2041,NY,WAYNE,0.542
2042,NY,WESTCHESTER,0.689
2043,NY,WYOMING,0.446
2044,NY,YATES,0.47
2045,OH,ADAMS,0.281
2046,OH,ALLEN,0.355
2047,OH,ASHLAND,0.331
2048,OH,ASHTABULA,0.414
2049,OH,ATHENS,0.419
2050,OH,AUGLAIZE,0.335
2051,OH,BELMONT,0.371
2052,OH,BROWN,0.333
2053,OH,BUTLER,0.468
2054,OH,CARROLL,0.361
2055,OH,CHAMPAIGN,0.374
2056,OH,CLARK,0.439
2057,OH,CLERMONT,0.473
2058,OH,CLINTON,0.382
2059,OH,COLUMBIANA,0.408
2060,OH,COSHOCTON,0.303
2061,OH,CRAWFORD,0.369
2062,OH,CUYAHOGA,0.544
2063,OH,DARKE,0.325
2064,OH,DEFIANCE,0.415
2065,OH,DELAWARE,0.629
2066,OH,ERIE,0.502
2067,OH,FAIRFIELD,0.473
2068,OH,FAYETTE,0.355
2069,OH,FRANKLIN,0.528
2070,OH,FULTON,0.412
2071,OH,GALLIA,0.36
2072,OH,GEAUGA,0.524
2073,OH,GREENE,0.562
2074,OH,GUERNSEY,0.367
2075,OH,HAMILTON,0.528
2076,OH,HANCOCK,0.4
2077,OH,HARDIN,0.3
2078,OH,HARRISON,0.35
2079,OH,HENRY,0.427
2080,OH,HIGHLAND,0.304
2081,OH,HOCKING,0.379
2082,OH,HOLMES,0.154
2083,OH,HURON,0.375
2084,OH,JACKSON,0.364
2085,OH,JEFFERSON,0.405
2086,OH,KNOX,0.353
2087,OH,LAKE,0.56
2088,OH,LAWRENCE,0.341
2089,OH,LICKING,0.451
2090,OH,LOGAN,0.34
2091,OH,LORAIN,0.525
2092,OH,LUCAS,0.482
2093,OH,MADISON,0.421
2094,OH,MAHONING,0.477
2095,OH,MARION,0.394
2096,OH,MEDINA,0.542
2097,OH,MEIGS,0.363
2098,OH,MERCER,0.323
2099,OH,MIAMI,0.398
2100,OH,MONROE,0.373
2101,OH,MONTGOMERY,0.479
2102,OH,MORGAN,0.332
2103,OH,MORROW,0.335
2104,OH,MUSKINGUM,0.397
2105,OH,NOBLE,0.341
2106,OH,OTTAWA,0.543
2107,OH,PAULDING,0.358
2108,OH,PERRY,0.334
2109,OH,PICKAWAY,0.411
2110,OH,PIKE,0.357
2111,OH,PORTAGE,0.481
2112,OH,PREBLE,0.357
2113,OH,PUTNAM,0.431
2114,OH,RICHLAND,0.359
2115,OH,ROSS,0.407
2116,OH,SANDUSKY,0.44
2117,OH,SCIOTO,0.369
2118,OH,SENECA,0.423
2119,OH,SHELBY,0.301
2120,OH,STARK,0.455
2121,OH,SUMMIT,0.519
2122,OH,TRUMBULL,0.462
2123,OH,TUSCARAWAS,0.36
2124,OH,UNION,0.502
2125,OH,VAN WERT,0.237
2126,OH,VINTON,0.32
2127,OH,WARREN,0.532
2128,OH,WASHINGTON,0.443
2129,OH,WAYNE,0.374
2130,OH,WILLIAMS,0.393
2131,OH,WOOD,0.529
2132,OH,WYANDOT,0.412
2133,OK,ADAIR,0.326
2134,OK,ALFALFA,0.405
2135,OK,ATOKA,0.297
2136,OK,BEAVER,0.271
2137,OK,BECKHAM,0.365
2138,OK,BLAINE,0.401
2139,OK,BRYAN,0.326
2140,OK,CADDO,0.545
2141,OK,CANADIAN,0.498
2142,OK,CARTER,0.401
2143,OK,CHEROKEE,0.415
2144,OK,CHOCTAW,0.277
2145,OK,CIMARRON,0.244
2146,OK,CLEVELAND,0.469
2147,OK,COAL,0.339
2148,OK,COMANCHE,0.492
2149,OK,COTTON,0.387
2150,OK,CRAIG,0.485
2151,OK,CREEK,0.372
2152,OK,CUSTER,0.425
2153,OK,DELAWARE,0.361
2154,OK,DEWEY,0.228
2155,OK,ELLIS,0.318
2156,OK,GARFIELD,0.416
2157,OK,GARVIN,0.418
2158,OK,GRADY,0.325
2159,OK,GRANT,0.39
2160,OK,GREER,0.33
2161,OK,HARMON,0.442
2162,OK,HARPER,0.397
2163,OK,HASKELL,0.349
2164,OK,HUGHES,0.383
2165,OK,JACKSON,0.448
2166,OK,JEFFERSON,0.365
2167,OK,JOHNSTON,0.369
2168,OK,KAY,0.374
2169,OK,KINGFISHER,0.407
2170,OK,KIOWA,0.465
2171,OK,LATIMER,0.281
2172,OK,LE FLORE,0.334
2173,OK,LINCOLN,0.352
2174,OK,LOGAN,0.296
2175,OK,LOVE,0.376
2176,OK,MCCLAIN,0.432
2177,OK,MCCURTAIN,0.278
2178,OK,MCINTOSH,0.485
2179,OK,MAJOR,0.422
2180,OK,MARSHALL,0.41
2181,OK,MAYES,0.384
2182,OK,MURRAY,0.396
2183,OK,MUSKOGEE,0.449
2184,OK,NOBLE,0.538
2185,OK,NOWATA,0.371
2186,OK,OKFUSKEE,0.41
2187,OK,OKLAHOMA,0.563
2188,OK,OKMULGEE,0.367
2189,OK,OSAGE,0.286
2190,OK,OTTAWA,0.321
2191,OK,PAWNEE,0.434
2192,OK,PAYNE,0.437
2193,OK,PITTSBURG,0.388
2194,OK,PONTOTOC,0.466
2195,OK,POTTAWATOMIE,0.41
2196,OK,PUSHMATAHA,0.286
2197,OK,ROGER MILLS,0.305
2198,OK,ROGERS,0.402
2199,OK,SEMINOLE,0.443
2200,OK,SEQUOYAH,0.333
2201,OK,STEPHENS,0.428
2202,OK,TEXAS,0.374
2203,OK,TILLMAN,0.413
2204,OK,TULSA,0.531
2205,OK,WAGONER,0.405
2206,OK,WASHINGTON,0.393
2207,OK,WASHITA,0.355
2208,OK,WOODS,0.363
2209,OK,WOODWARD,0.336
2210,OR,BAKER,0.751
2211,OR,BENTON,0.677
2212,OR,CLACKAMAS,0.596
2213,OR,CLATSOP,0.582
2214,OR,COLUMBIA,0.536
2215,OR,COOS,0.506
2216,OR,CROOK,0.436
2217,OR,CURRY,0.527
2218,OR,DESCHUTES,0.612
2219,OR,DOUGLAS,0.467
2220,OR,GILLIAM,0.407
2221,OR,GRANT,0.399
2222,OR,HARNEY,0.384
2223,OR,HOOD RIVER,0.739
2224,OR,JACKSON,0.496
2225,OR,JEFFERSON,0.544
2226,OR,JOSEPHINE,0.43
2227,OR,KLAMATH,0.434
2228,OR,LAKE,0.341
2229,OR,LANE,0.616
2230,OR,LINCOLN,0.632
2231,OR,LINN,0.481
2232,OR,MALHEUR,0.368
2233,OR,MARION,0.542
2234,OR,MORROW,0.443
2235,OR,MULTNOMAH,0.723
2236,OR,POLK,0.543
2237,OR,SHERMAN,0.503
2238,OR,TILLAMOOK,0.564
2239,OR,UMATILLA,0.458
2240,OR,UNION,0.411
2241,OR,WALLOWA,0.517
2242,OR,WASCO,0.57
2243,OR,WASHINGTON,0.666
2244,OR,WHEELER,0.501
2245,OR,YAMHILL,0.55
2246,PA,ADAMS,0.427
2247,PA,ALLEGHENY,0.611
2248,PA,ARMSTRONG,0.51
2249,PA,BEAVER,0.47
2250,PA,BEDFORD,0.319
2251,PA,BERKS,0.498
2252,PA,BLAIR,0.431
2253,PA,BRADFORD,0.333
2254,PA,BUCKS,0.552
2255,PA,BUTLER,0.54
2256,PA,CAMBRIA,0.465
2257,PA,CAMERON,0.492
2258,PA,CARBON,0.52
2259,PA,CENTRE,0.518
2260,PA,CHESTER,0.625
2261,PA,CLARION,0.377
2262,PA,CLEARFIELD,0.425
2263,PA,CLINTON,0.385
2264,PA,COLUMBIA,0.507
2265,PA,CRAWFORD,0.415
2266,PA,CUMBERLAND,0.553
2267,PA,DAUPHIN,0.515
2268,PA,DELAWARE,0.546
2269,PA,ELK,0.501
2270,PA,ERIE,0.51
2271,PA,FAYETTE,0.462
2272,PA,FOREST,0.65
2273,PA,FRANKLIN,0.355
2274,PA,FULTON,0.246
2275,PA,GREENE,0.402
2276,PA,HUNTINGDON,0.41
2277,PA,INDIANA,0.385
2278,PA,JEFFERSON,0.418
2279,PA,JUNIATA,0.341
2280,PA,LACKAWANNA,0.604
2281,PA,LANCASTER,0.493
2282,PA,LAWRENCE,0.439
2283,PA,LEBANON,0.436
2284,PA,LEHIGH,0.612
2285,PA,LUZERNE,0.537
2286,PA,LYCOMING,0.441
2287,PA,MCKEAN,0.405
2288,PA,MERCER,0.445
2289,PA,MIFFLIN,0.396
2290,PA,MONROE,0.483
2291,PA,MONTGOMERY,0.574
2292,PA,MONTOUR,0.653
2293,PA,NORTHAMPTON,0.587
2294,PA,NORTHUMBERLAND,0.48
2295,PA,PERRY,0.416
2296,PA,PHILADELPHIA,0.603
2297,PA,PIKE,0.465
2298,PA,POTTER,0.31
2299,PA,SCHUYLKILL,0.507
2300,PA,SNYDER,0.366
2301,PA,SOMERSET,0.413
2302,PA,SULLIVAN,0.511
2303,PA,SUSQUEHANNA,0.365
2304,PA,TIOGA,0.378
2305,PA,UNION,0.416
2306,PA,VENANGO,0.396
2307,PA,WARREN,0.415
2308,PA,WASHINGTON,0.54
2309,PA,WAYNE,0.506
2310,PA,WESTMORELAND,0.499
2311,PA,WYOMING,0.515
2312,PA,YORK,0.468
2313,PR,ADJUNTAS MUNICIPIO,0.648
2314,PR,AGUADA MUNICIPIO,0.655
2315,PR,AGUADILLA MUNICIPIO,0.669
2316,PR,AGUAS BUENAS MUNICIPIO,0.645
2317,PR,AIBONITO MUNICIPIO,0.799
2318,PR,AÑASCO MUNICIPIO,0.653
2320,PR,ARROYO MUNICIPIO,0.657
2321,PR,BARCELONETA MUNICIPIO,0.605
2322,PR,BARRANQUITAS MUNICIPIO,0.691
2323,PR,BAYAMÓN MUNICIPIO,0.751
2324,PR,CABO ROJO MUNICIPIO,0.639
2325,PR,CAGUAS MUNICIPIO,0.694
2326,PR,CAMUY MUNICIPIO,0.648
2327,PR,CANÓVANAS MUNICIPIO,0.615
2328,PR,CAROLINA MUNICIPIO,0.67
2329,PR,CATAÑO MUNICIPIO,0.615
2330,PR,CAYEY MUNICIPIO,0.709
2331,PR,CEIBA MUNICIPIO,0.577
2332,PR,CIALES MUNICIPIO,0.721
2333,PR,CIDRA MUNICIPIO,0.662
2334,PR,COAMO MUNICIPIO,0.619
2335,PR,COMERÍO MUNICIPIO,0.627
2336,PR,COROZAL MUNICIPIO,0.675
2338,PR,DORADO MUNICIPIO,0.652
2339,PR,FAJARDO MUNICIPIO,0.611
2340,PR,FLORIDA MUNICIPIO,0.713
2341,PR,GUÁNICA MUNICIPIO,0.614
2342,PR,GUAYAMA MUNICIPIO,0.622
2343,PR,GUAYANILLA MUNICIPIO,0.694
2344,PR,GUAYNABO MUNICIPIO,0.787
2345,PR,GURABO MUNICIPIO,0.56
2346,PR,HATILLO MUNICIPIO,0.592
2347,PR,HORMIGUEROS MUNICIPIO,0.709
2348,PR,HUMACAO MUNICIPIO,0.675
2349,PR,ISABELA MUNICIPIO,0.599
2350,PR,JAYUYA MUNICIPIO,0.701
2351,PR,JUANA DÍAZ MUNICIPIO,0.648
2352,PR,JUNCOS MUNICIPIO,0.61
2353,PR,LAJAS MUNICIPIO,0.666
2354,PR,LARES MUNICIPIO,0.825
2355,PR,LAS MARÍAS MUNICIPIO,0.744
2356,PR,LAS PIEDRAS MUNICIPIO,0.623
2357,PR,LOÍZA MUNICIPIO,0.476
2358,PR,LUQUILLO MUNICIPIO,0.541
2359,PR,MANATÍ MUNICIPIO,0.662
2360,PR,MARICAO MUNICIPIO,0.593
2361,PR,MAUNABO MUNICIPIO,0.646
2362,PR,MAYAGÜEZ MUNICIPIO,0.697
2363,PR,MOCA MUNICIPIO,0.662
2364,PR,MOROVIS MUNICIPIO,0.609
2365,PR,NAGUABO MUNICIPIO,0.51
2366,PR,NARANJITO MUNICIPIO,0.636
2367,PR,OROCOVIS MUNICIPIO,0.736
2368,PR,PATILLAS MUNICIPIO,0.699
2369,PR,PEÑUELAS MUNICIPIO,0.692
2370,PR,PONCE MUNICIPIO,0.744
2371,PR,QUEBRADILLAS MUNICIPIO,0.675
2372,PR,RINCÓN MUNICIPIO,0.635
2373,PR,RÍO GRANDE MUNICIPIO,0.576
2374,PR,SABANA GRANDE MUNICIPIO,0.737
2375,PR,SALINAS MUNICIPIO,0.683
2376,PR,SAN GERMÁN MUNICIPIO,0.663
2377,PR,SAN JUAN MUNICIPIO,0.657
2378,PR,SAN LORENZO MUNICIPIO,0.652
2379,PR,SAN SEBASTIÁN MUNICIPIO,0.737
2380,PR,SANTA ISABEL MUNICIPIO,0.603
2381,PR,TOA ALTA MUNICIPIO,0.584
2382,PR,TOA BAJA MUNICIPIO,0.646
2383,PR,TRUJILLO ALTO MUNICIPIO,0.502
2384,PR,UTUADO MUNICIPIO,0.634
2385,PR,VEGA ALTA MUNICIPIO,0.529
2386,PR,VEGA BAJA MUNICIPIO,0.691
2387,PR,VIEQUES MUNICIPIO,0.672
2388,PR,VILLALBA MUNICIPIO,0.798
2389,PR,YABUCOA MUNICIPIO,0.676
2390,PR,YAUCO MUNICIPIO,0.741
2391,RI,BRISTOL,0.676
2392,RI,KENT,0.678
2393,RI,NEWPORT,0.676
2394,RI,PROVIDENCE,0.605
2395,RI,WASHINGTON,0.677
2396,SC,ABBEVILLE,0.344
2397,SC,AIKEN,0.398
2398,SC,ALLENDALE,0.491
2399,SC,ANDERSON,0.342
2400,SC,BAMBERG,0.406
2401,SC,BARNWELL,0.427
2402,SC,BEAUFORT,0.579
2403,SC,BERKELEY,0.396
2404,SC,CALHOUN,0.338
2405,SC,CHARLESTON,0.573
2406,SC,CHEROKEE,0.275
2407,SC,CHESTER,0.378
2408,SC,CHESTERFIELD,0.316
2409,SC,CLARENDON,0.407
2410,SC,COLLETON,0.397
2411,SC,DARLINGTON,0.422
2412,SC,DILLON,0.371
2413,SC,DORCHESTER,0.448
2414,SC,EDGEFIELD,0.499
2415,SC,FAIRFIELD,0.474
2416,SC,FLORENCE,0.462
2417,SC,GEORGETOWN,0.5
2418,SC,GREENVILLE,0.477
2419,SC,GREENWOOD,0.419
2420,SC,HAMPTON,0.525
2421,SC,HORRY,0.501
2422,SC,JASPER,0.321
2423,SC,KERSHAW,0.491
2424,SC,LANCASTER,0.403
2425,SC,LAURENS,0.325
2426,SC,LEE,0.353
2427,SC,LEXINGTON,0.461
2428,SC,MCCORMICK,0.549
2429,SC,MARION,0.406
2430,SC,MARLBORO,0.367
2431,SC,NEWBERRY,0.455
2432,SC,OCONEE,0.403
2433,SC,ORANGEBURG,0.464
2434,SC,PICKENS,0.406
2435,SC,RICHLAND,0.534
2436,SC,SALUDA,0.272
2437,SC,SPARTANBURG,0.364
2438,SC,SUMTER,0.44
2439,SC,UNION,0.351
2440,SC,WILLIAMSBURG,0.483
2441,SC,YORK,0.417
2442,SD,AURORA,0.435
2443,SD,BEADLE,0.43
2444,SD,BENNETT,0.156
2445,SD,BON HOMME,0.478
2446,SD,BROOKINGS,0.443
2447,SD,BROWN,0.472
2448,SD,BRULE,0.364
2449,SD,BUFFALO,0.126
2450,SD,BUTTE,0.283
2451,SD,CAMPBELL,0.233
2452,SD,CHARLES MIX,0.36
2453,SD,CLARK,0.432
2454,SD,CLAY,0.478
2455,SD,CODINGTON,0.443
2456,SD,CORSON,0.071
2457,SD,CUSTER,0.387
2458,SD,DAVISON,0.492
2459,SD,DAY,0.514
2460,SD,DEUEL,0.39
2461,SD,DEWEY,0.062
2462,SD,DOUGLAS,0.418
2463,SD,EDMUNDS,0.404
2464,SD,FALL RIVER,0.406
2465,SD,FAULK,0.482
2466,SD,GRANT,0.45
2467,SD,GREGORY,0.401
2468,SD,HAAKON,0.27
2469,SD,HAMLIN,0.366
2470,SD,HAND,0.467
2471,SD,HANSON,0.199
2472,SD,HARDING,0.132
2473,SD,HUGHES,0.541
2474,SD,HUTCHINSON,0.517
2475,SD,HYDE,0.397
2476,SD,JACKSON,0.124
2477,SD,JERAULD,0.444
2478,SD,JONES,0.74
2479,SD,KINGSBURY,0.58
2480,SD,LAKE,0.433
2481,SD,LAWRENCE,0.404
2482,SD,LINCOLN,0.489
2483,SD,LYMAN,0.389
2484,SD,MCCOOK,0.462
2485,SD,MCPHERSON,0.386
2486,SD,MARSHALL,0.431
2487,SD,MEADE,0.269
2488,SD,MELLETTE,0.025
2489,SD,MINER,0.46
2490,SD,MINNEHAHA,0.522
2491,SD,MOODY,0.318
2492,SD,OGLALA LAKOTA,0.027
2493,SD,PENNINGTON,0.371
2494,SD,PERKINS,0.253
2495,SD,POTTER,0.499
2496,SD,ROBERTS,0.412
2497,SD,SANBORN,0.493
2498,SD,SPINK,0.475
2499,SD,STANLEY,0.455
2500,SD,SULLY,0.347
2501,SD,TODD,0.033
2502,SD,TRIPP,0.355
2503,SD,TURNER,0.436
2504,SD,UNION,0.27
2505,SD,WALWORTH,0.343
2506,SD,YANKTON,0.513
2507,SD,ZIEBACH,0.026
2508,TN,ANDERSON,0.484
2509,TN,BEDFORD,0.327
2510,TN,BENTON,0.409
