county,num_hosp,num_not_hosp,num_infected,percent_hosp,percent_republican,state,date_stay_at_home_effective,lat,lon,total_population,population_density_per_sqmi,percent_adults_with_obesity,percent_physically_inactive,percent_uninsured,primary_care_physicians_rate,high_school_graduation_rate,percent_some_college,percent_unemployed_CDC,median_household_income,per_capita_income,num_deaths,percent_vaccinated,eightieth_percentile_income,twentieth_percentile_income,percent_food_insecure,percent_age_65_and_older,percent_age_17_and_younger
RILEY,175,3646,3821,0.0457995289191311,0.4693943897454951,KANSAS,2020-03-30,39.296478140633,-96.7351879001002,75026,123.037636833878,25.3,16.6,8.9649692531,68.7591,83.9,81.650071124,5.7,47057.0,25087.0,436.0,58.0,101814.0,21328.0,17.5,8.0,17.6
LANCASTER,403,5557,5960,0.0676174496644295,0.6091478761107402,SOUTH CAROLINA,,34.6867009081781,-80.7054298974335,83704,152.422303638305,31.5,26.3,13.265576422,45.38088,83.0,60.277900309,9.9,58035.0,24528.0,1355.0,48.0,109659.0,22285.0,11.6,18.7,22.2
HOT SPRING,231,2509,2740,0.0843065693430657,0.6841929002009377,ARKANSAS,,34.3176353515971,-92.9459475877061,33440,54.3556889452556,36.1,37.5,7.6132015306,20.84947,91.534391534,51.773215119,6.8,47205.0,20522.0,676.0,54.0,82230.0,18218.0,15.6,17.3,21.3
ADAMS,3243,15184,18427,0.1759917512346014,0.4135078615134381,COLORADO,2020-03-26,39.8736347837771,-104.337781939323,479977,411.188748426126,27.8,19.9,11.026551173,43.52432,77.259086362,57.044557101,6.1,70199.0,26051.0,4658.0,46.0,120072.0,32226.0,8.0,9.5,27.8
GARLAND,407,5700,6107,0.0666448337972818,0.6393089082220316,ARKANSAS,,34.5766739463167,-93.1504172260916,97119,143.28268139418,29.5,34.9,9.8247843604,88.18342,85.2402746,61.372137579,9.1,43610.0,24602.0,1896.0,54.0,89048.0,18757.0,16.6,21.7,20.8
MCDONOUGH,166,1691,1857,0.089391491653204,0.519019248395967,ILLINOIS,2020-03-21,40.4562028438941,-90.6779164872266,31727,53.8286667009479,34.8,27.1,7.1379951899,48.66496,89.252420185,71.304215027,9.3,42887.0,22387.0,356.0,47.0,96850.0,15580.0,14.3,15.1,16.6
SCOTT,82,3077,3159,0.025957581513137,0.6219834710743801,KENTUCKY,2020-03-26,38.2915611179924,-84.5839197547453,51348,182.233618501578,34.0,26.8,5.2738762571,56.49409,92.740471869,64.113063004,5.3,73500.0,29345.0,680.0,50.0,119399.0,30446.0,11.3,10.7,25.8
DOUGLAS,486,6167,6653,0.0730497519915827,0.2932497454429293,KANSAS,2020-03-30,38.8846613748184,-95.2926263026245,116352,255.229466058587,27.9,17.1,9.2440456341,86.92557,84.3,83.678739957,5.3,57120.0,28302.0,927.0,57.0,113094.0,21570.0,15.9,10.4,18.9
CHEATHAM,84,1752,1836,0.0457516339869281,0.7094323034413464,TENNESSEE,2020-03-31,36.2611571765798,-87.086780629829,39575,130.853748867717,32.0,18.8,10.193045703,54.54996,89.920948617,55.811197788,6.6,63241.0,24279.0,731.0,48.0,103373.0,28568.0,9.7,13.4,23.5
CERRO GORDO,46,1092,1138,0.0404217926186291,0.506030916612236,IOWA,,43.0815713789483,-93.2608281286502,43303,76.1979028836937,30.0,20.9,4.5516201959,153.46696,91.647331787,69.887925566,4.1,51939.0,28763.0,597.0,58.0,98897.0,23555.0,11.1,19.7,20.8
BUTTE,556,4471,5027,0.1106027451760493,0.4723954627265497,CALIFORNIA,2020-03-19,39.6669453719701,-121.600694376181,223877,136.805354101919,27.2,22.4,7.1636527881,61.4931,84.51454322,68.975321278,10.7,50945.0,25077.0,3263.0,39.0,103590.0,18583.0,16.0,17.0,20.3
MARSHALL,24,81,105,0.2285714285714285,0.6795708439331932,INDIANA,2020-03-24,41.3248513280459,-86.2617716949644,46833,105.567978008899,41.4,31.9,12.764730551,43.0126,89.695945946,50.66717865,7.7,55766.0,23372.0,553.0,50.0,97551.0,23741.0,10.0,16.2,25.5
BARTOW,9,23,32,0.28125,0.756283185840708,GEORGIA,2020-04-03,34.2378575331877,-84.8404925431543,101942,221.832008630201,31.4,32.1,17.924706667,41.88322,88.127853881,54.559573996,7.7,57409.0,23376.0,1501.0,48.0,99554.0,24058.0,11.4,12.8,25.3
SUMTER,442,4097,4539,0.097378277153558,0.6877975608165395,FLORIDA,2020-04-03,28.7047521043205,-82.0809695594942,113589,207.413736906413,29.3,21.9,11.904453371,37.55043,85.483870968,40.505892894,7.9,55324.0,31591.0,1992.0,47.0,98612.0,26583.0,12.1,53.1,7.5
NASSAU,244,3596,3840,0.0635416666666666,0.7352114489239814,FLORIDA,2020-04-03,30.6106048105384,-81.8016190655467,77187,118.998496232921,28.3,24.6,12.484949523,47.14643,91.136600626,61.18311374,7.6,66898.0,31141.0,1375.0,49.0,126982.0,30229.0,12.4,19.9,20.5
OUTAGAMIE,755,12085,12840,0.0588006230529595,0.5314271104103635,WISCONSIN,2020-03-25,44.4161007007371,-88.4649539390929,181799,285.149285491949,33.1,17.4,5.3059076412,81.69452,90.631049168,72.474156326,3.7,65993.0,29663.0,1707.0,53.0,113838.0,29768.0,8.4,13.1,24.2
CARTER,215,2440,2655,0.0809792843691148,0.8014608233731739,TENNESSEE,2020-03-31,36.2927773875864,-82.1274401310515,56707,166.20173788156,37.7,28.5,12.009567177,37.17604,93.563579278,50.163471541,7.1,39202.0,20118.0,1091.0,44.0,70625.0,15317.0,14.9,19.7,19.4
OCEANA,157,1492,1649,0.0952092177077016,0.6058675607711651,MICHIGAN,2020-03-24,43.6409403831991,-86.2675835198657,26152,51.0643724734212,30.7,25.7,9.1861869114,56.72793,83.408071749,47.855029586,8.3,50374.0,20760.0,365.0,33.0,85713.0,21595.0,11.8,19.1,23.5
MCNAIRY,53,1064,1117,0.0474485228290062,0.7811316995417413,TENNESSEE,2020-03-31,35.1755124122979,-88.5636131071038,26057,46.2954032341699,30.3,38.0,11.375337092,30.7645,94.949494949,47.476287263,14.8,39859.0,18285.0,606.0,48.0,74449.0,16015.0,14.9,19.8,22.3
STOKES,173,2806,2979,0.0580731789191003,0.7590243902439024,NORTH CAROLINA,2020-03-30,36.4018989547023,-80.2395022641348,46453,103.457131741348,32.8,27.3,13.291787841,21.8737,83.3,51.62601626,7.5,50826.0,22013.0,858.0,48.0,85482.0,19389.0,12.1,18.9,20.1
MONROE,149,1914,2063,0.0722249151720794,0.7824255543204821,TENNESSEE,2020-03-31,35.4427372880968,-84.2527794309023,45482,71.5520577550176,32.7,24.8,11.988003666,21.6263,91.411042945,39.26874212,11.5,45566.0,19840.0,903.0,47.0,80589.0,17312.0,12.8,19.4,21.8
CASCADE,380,3763,4143,0.0917209751387883,0.567874808365393,MONTANA,2020-03-28,47.3079636069971,-111.347053674474,82049,30.4089309384909,27.3,24.5,10.082418427,68.58207,81.21,65.938430983,5.0,50054.0,26578.0,1125.0,47.0,96939.0,21995.0,11.9,17.1,22.5
MADISON,448,9043,9491,0.0472026130017911,0.5478949011255347,ALABAMA,2020-04-04,34.7630964591462,-86.550230730226,349973,436.588488141541,32.9,22.0,9.4393471314,88.35439,93.194374686,73.195343377,7.3,63755.0,33264.0,4805.0,45.0,130336.0,24871.0,13.8,13.7,22.5
DALLAS,201,1116,1317,0.1526195899772209,0.308056619838229,ALABAMA,2020-04-04,32.325976007532,-87.1064720778568,41426,42.3278309732924,43.1,26.9,10.372407688,73.95129,86.193293886,50.673677292,14.9,34035.0,17611.0,918.0,34.0,73852.0,12189.0,27.2,15.7,25.2
WARREN,49,1194,1243,0.0394207562349155,0.5426373626373626,IOWA,,41.3343765934211,-93.5613660230537,48170,84.5340366262319,34.0,17.5,3.8548039951,57.81153,96.132596685,77.408865309,5.2,78192.0,31525.0,497.0,60.0,124321.0,33323.0,8.6,14.9,25.2
PINE,195,202,397,0.491183879093199,0.5930779813192383,MINNESOTA,2020-03-27,46.1207700535169,-92.741336993429,29067,20.5960627346305,35.0,27.9,6.6697438264,20.54583,86.35,57.420023697,6.6,50387.0,22817.0,400.0,31.0,93673.0,21591.0,11.0,18.3,20.7
CRISP,14,14,28,0.5,0.6055644302449414,GEORGIA,2020-04-03,31.9229349847943,-83.7680666684524,23061,84.5998850645132,38.1,30.6,16.584930896,83.56791,87.912087912,47.459270753,13.9,36096.0,19943.0,415.0,39.0,75012.0,13053.0,21.2,15.5,24.7
UTAH,159,93952,94111,0.0016894943205363,0.5069783826426066,UTAH,,40.1199181178551,-111.670278902762,564177,281.583340891442,25.0,15.8,8.1047755706,42.37952,90.701991856,79.455823713,4.9,75296.0,22088.0,3333.0,46.0,124077.0,33799.0,12.8,7.1,34.7
AROOSTOOK,77,1341,1418,0.0543018335684062,0.5532951534319173,MAINE,2020-04-02,46.6589256696053,-68.5989043027759,69405,10.4038546403531,35.9,31.2,11.815796796,106.42544,90.186062246,65.298885512,6.2,39450.0,22483.0,1051.0,39.0,82945.0,16429.0,15.4,21.3,18.9
UNION,287,1363,1650,0.1739393939393939,0.5839397949057228,SOUTH CAROLINA,,34.6892808351483,-81.6194122853353,27928,54.3165945001723,38.6,30.2,12.14676179,39.94625,75.649350649,46.316639742,9.9,40686.0,19614.0,616.0,45.0,74267.0,15074.0,15.6,18.6,21.7
MASON,139,1137,1276,0.1089341692789968,0.5791624106230848,MICHIGAN,2020-03-24,43.995260195275,-86.2499705014334,28755,58.0821669442756,28.3,24.5,6.3519235967,75.67159,90.526315789,65.457887701,9.8,51083.0,24643.0,380.0,32.0,91294.0,21929.0,12.5,21.1,20.8
ONSLOW,525,14291,14816,0.0354346652267818,0.6497243370963508,NORTH CAROLINA,2020-03-30,34.7323970011439,-77.4327790061874,185755,243.754462885773,29.3,24.7,8.7948617186,33.0079,88.9,70.11955778,11.8,50531.0,22590.0,2052.0,42.0,88036.0,25007.0,14.6,8.5,25.4
CALDWELL,202,4725,4927,0.0409985792571544,0.7329570484581498,NORTH CAROLINA,2020-03-30,35.9530372524275,-81.5464138443384,81623,172.970039177192,39.0,25.8,13.919436361,47.572,88.5,53.019599511,10.5,43328.0,20587.0,1443.0,53.0,81806.0,17766.0,13.1,17.6,21.0
PORTAGE,288,3171,3459,0.0832610581092801,0.449553200332502,WISCONSIN,2020-03-25,44.4760458149254,-89.5013940612659,70551,88.0990684758049,31.5,16.9,5.4747203579,52.50163,90.881913303,73.477221243,6.2,59032.0,26832.0,568.0,55.0,106362.0,25416.0,10.1,14.6,19.7
WINSTON,64,826,890,0.0719101123595505,0.8947929797343159,ALABAMA,2020-04-04,34.1492042514065,-87.3736692212495,24013,39.1742633653114,37.8,32.2,12.772754345,42.15496,92.857142857,53.070926032,8.7,41156.0,19299.0,515.0,40.0,75474.0,17336.0,13.1,20.0,21.0
MOHAVE,2125,12768,14893,0.1426844826428523,0.7290444441664686,ARIZONA,2020-03-31,35.7041030891727,-113.757964679534,203629,15.2977006966314,31.8,32.2,13.362976831,49.2278,78.230185497,47.836163031,11.7,45129.0,22026.0,4801.0,38.0,82349.0,19777.0,16.8,26.9,18.7
LUZERNE,973,7984,8957,0.1086301216925309,0.5829474822755458,PENNSYLVANIA,2020-04-01,41.1770287051112,-75.9890134464879,318917,358.196366267319,29.6,28.6,6.6471660347,79.09423,85.819975339,58.702231814,7.6,53469.0,25899.0,5067.0,47.0,101149.0,20875.0,12.0,18.9,19.7
MACOUPIN,83,414,497,0.1670020120724346,0.6405187835420394,ILLINOIS,2020-03-21,39.2610116088559,-89.9244378711963,46482,53.8660348590942,28.0,23.4,5.9535682624,24.20455,87.940447234,62.713163441,9.4,53409.0,26779.0,700.0,35.0,103007.0,23261.0,10.6,18.7,21.7
MADISON,151,471,622,0.2427652733118971,0.6005676232169026,INDIANA,2020-03-24,40.1616258191976,-85.7193643365313,129862,287.358707154068,38.8,32.5,9.0541455835,49.42161,84.898843931,55.619552161,7.8,49522.0,22997.0,2159.0,52.0,90476.0,20536.0,14.4,16.9,22.1
FULTON,51,141,192,0.265625,0.6345809371169983,NEW YORK,2020-03-22,43.1138440305831,-74.4221582361324,54297,109.589184639138,34.0,28.0,5.6794611853,38.97767,78.060413355,55.093143084,8.0,51388.0,25092.0,776.0,50.0,94057.0,22487.0,11.9,17.9,20.7
MURRAY,46,135,181,0.2541436464088398,0.830069031947343,GEORGIA,2020-04-03,34.7884413269118,-84.7480754320886,39358,114.248645012558,34.3,28.7,20.454410454,17.5959,92.656587473,39.100722987,8.9,46810.0,17856.0,684.0,48.0,81998.0,22094.0,11.2,13.0,25.5
ADAMS,369,3355,3724,0.0990870032223415,0.7132797095552564,ILLINOIS,2020-03-21,39.9878780950622,-91.1885352213052,66949,78.2841330419616,36.6,27.6,5.2365870045,89.07812,91.510770381,68.068297655,6.4,55174.0,26053.0,895.0,41.0,97200.0,23003.0,11.1,18.6,22.7
SANTA CRUZ,572,5360,5932,0.0964261631827377,0.2371447696707844,ARIZONA,2020-03-31,31.5260312010517,-110.846600658826,46547,37.6313295971685,26.9,20.3,13.993283224,49.77062,89.797927461,52.813981043,9.7,40545.0,18860.0,351.0,34.0,82421.0,18028.0,9.6,15.9,28.5
CHEROKEE,104,1331,1435,0.0724738675958188,0.7646851420915309,NORTH CAROLINA,2020-03-30,35.1338803675732,-84.0634803245549,27226,59.7888337135912,27.0,29.4,13.992897007,35.60366,92.4,61.463693539,7.7,41262.0,19285.0,544.0,43.0,78072.0,18322.0,12.8,26.7,17.9
CALAVERAS,23,331,354,0.0649717514124293,0.583981673582296,CALIFORNIA,2020-03-19,38.2046028507764,-120.554136049561,44787,43.9082937177742,30.5,31.2,7.3307759688,43.79242,89.748953975,56.626950006,9.6,62984.0,30577.0,727.0,40.0,121160.0,26121.0,12.2,25.1,18.0
OUACHITA,89,1356,1445,0.0615916955017301,0.5386009058882738,ARKANSAS,,33.5933633532991,-92.8819426694903,24728,33.7453218566146,38.1,34.4,6.9505055881,50.27652,90.875912409,56.390838567,7.9,37624.0,20033.0,517.0,48.0,75734.0,13711.0,22.9,18.2,22.8
RIO ARRIBA,252,330,582,0.4329896907216495,0.2419007931173545,NEW MEXICO,2020-03-24,36.509568975281,-106.693123281802,39924,6.81190115253799,28.3,23.3,11.518058511,40.85906,72.780252101,53.644608666,9.5,41511.0,19600.0,739.0,36.0,,,13.2,16.5,24.2
CLINTON,35,136,171,0.2046783625730994,0.7147285522788204,INDIANA,2020-03-24,40.3017000310219,-86.4751507684364,32692,80.7076309958608,38.4,33.6,11.664033702,18.56608,90.19138756,46.328784925,6.0,51730.0,23260.0,468.0,54.0,93250.0,25823.0,10.0,15.7,26.2
LEWIS,401,4900,5301,0.0756461045085832,0.6440012884711119,WASHINGTON,2020-03-23,46.5777790152643,-122.392685220874,75724,31.5148168762207,34.7,24.2,8.8065099458,44.75703,83.920704846,57.572358088,9.7,57019.0,22947.0,1227.0,35.0,94776.0,22210.0,13.7,19.6,22.0
HENDRICKS,215,921,1136,0.1892605633802817,0.6397252478195847,INDIANA,2020-03-24,39.7695274520339,-86.5099754747579,155817,382.943275101524,31.5,22.5,6.617668128,50.09622,96.322489392,75.350788701,5.0,80834.0,31335.0,1493.0,55.0,132359.0,39857.0,9.0,12.4,26.0
KEWAUNEE,125,1331,1456,0.0858516483516483,0.6149841978062837,WISCONSIN,2020-03-25,44.5160857086321,-87.6152897970815,20459,59.7478239192417,31.6,23.6,5.64580396,53.80289,94.65408805,65.064818954,4.6,63612.0,27539.0,218.0,35.0,104787.0,27918.0,8.1,18.6,22.1
CRAWFORD,325,3288,3613,0.0899529476889011,0.7075427561470083,OHIO,2020-03-23,40.8507770686594,-82.9197813715313,42485,105.740543436366,31.7,29.9,6.9510703364,38.32703,94.214876033,55.906839498,7.7,44715.0,22631.0,763.0,42.0,81503.0,19573.0,14.4,19.5,22.2
CHEBOYGAN,42,764,806,0.0521091811414392,0.6350936220011703,MICHIGAN,2020-03-24,45.4465343716653,-84.4999054962883,25579,35.7615775159635,30.3,26.5,8.289985216,59.12728,86.757990868,58.229166667,12.6,48589.0,24220.0,379.0,38.0,82948.0,21585.0,15.1,24.7,17.9
KENT,12,17,29,0.4137931034482758,0.4958712029813131,DELAWARE,2020-03-24,39.0861734375372,-75.5684227738851,171474,292.4571881839,35.4,31.2,6.4075160659,46.3738,90.0841632,59.502205563,8.0,54980.0,26118.0,2425.0,53.0,106545.0,26011.0,12.9,15.5,23.6
WALLA WALLA,278,5213,5491,0.050628300855946,0.5370392226287423,WASHINGTON,2020-03-23,46.2297790035876,-118.47845420543,59809,47.0925486849718,27.2,16.8,7.935981608,115.57449,76.822157434,66.976386754,6.4,57329.0,24736.0,654.0,47.0,105821.0,24908.0,11.1,16.4,21.4
KALAMAZOO,789,9243,10032,0.0786483253588516,0.4040728746862604,MICHIGAN,2020-03-24,42.2454679794181,-85.5311902061521,258605,459.990769764099,31.4,19.3,5.5614101002,95.44271,84.612068966,78.13031249,7.3,55881.0,27370.0,2833.0,52.0,110191.0,24173.0,14.0,13.5,22.1
LEE,287,4307,4594,0.0624727905964301,0.5466432785839579,NORTH CAROLINA,2020-03-30,35.4751950927079,-79.1714883218652,59540,233.443135884154,32.9,23.5,15.026010404,49.64422,89.0,58.661127119,9.4,48984.0,22389.0,957.0,51.0,94004.0,20920.0,13.5,15.1,25.3
RANKIN,153,912,1065,0.1436619718309859,0.7516250318633698,MISSISSIPPI,2020-04-03,32.2641361546469,-89.9457977451276,147930,190.774715715415,35.4,30.2,10.685509453,64.43977,89.210574572,67.614401858,5.0,66296.0,27822.0,1864.0,48.0,116962.0,30656.0,11.7,13.2,24.4
CLARION,201,771,972,0.2067901234567901,0.7171941830624465,PENNSYLVANIA,2020-04-01,41.1924078900897,-79.4209730679046,38939,64.8082952722504,33.2,27.2,7.8157991755,49.40455,91.125541126,56.856502771,7.1,46284.0,22451.0,505.0,42.0,88048.0,19746.0,13.4,17.8,19.0
COVINGTON,78,1215,1293,0.0603248259860788,0.8323086574654956,ALABAMA,2020-04-04,31.2484986581257,-86.4512771459695,37729,36.6138932625081,31.7,35.5,12.103617686,51.22398,94.902912621,53.610581506,10.7,40203.0,21738.0,780.0,39.0,84143.0,17115.0,14.6,20.2,22.0
ST. JOSEPH,176,706,882,0.1995464852607709,0.4726603670725059,INDIANA,2020-03-24,41.6166684088248,-86.2898789431425,267696,584.638110381532,33.0,26.3,10.225596291,90.96489,84.67486819,64.771407297,7.5,54674.0,24748.0,3633.0,51.0,100177.0,21572.0,14.1,14.3,24.1
HARVEY,232,2930,3162,0.0733712839974699,0.5811209439528023,KANSAS,2020-03-30,38.0432258330113,-97.4272415755281,34814,64.4995607115186,30.9,25.5,10.166925179,83.9509,88.9,70.161922173,3.7,57934.0,25320.0,442.0,50.0,101431.0,25825.0,11.6,18.1,25.1
PULASKI,3023,23557,26580,0.113732129420617,0.3833930002002804,ARKANSAS,,34.7699374134509,-92.3117792779039,391806,516.504512581489,33.2,29.5,7.6573374299,116.76431,80.418653948,68.545297923,6.4,49957.0,28421.0,5848.0,50.0,106383.0,21254.0,19.3,13.5,23.8
KINGS,841,11061,11902,0.070660393211225,0.5334807607253428,CALIFORNIA,2020-03-19,36.0753552087704,-119.815552708012,150261,108.146543955,29.4,23.7,9.0041260157,39.97308,80.448430493,51.102498412,11.7,58255.0,19123.0,1368.0,35.0,103069.0,24279.0,13.2,9.1,27.5
CITRUS,459,5823,6282,0.0730659025787965,0.6832622333751568,FLORIDA,2020-04-03,28.8490814219045,-82.4786491617478,140453,241.372101237213,29.3,34.8,15.446198085,51.49437,79.644444444,46.539222149,11.6,41556.0,24188.0,3257.0,43.0,77564.0,18671.0,14.7,35.1,15.0
WAYNE,5286,40454,45740,0.1155662439877568,0.2943967767067179,MICHIGAN,2020-03-24,42.2819017160442,-83.2821055504808,1767593,2888.15344572878,34.7,26.5,6.806399381,70.14078,86.481125643,61.061280505,13.0,46440.0,23666.0,29275.0,44.0,97367.0,16921.0,19.5,13.8,24.2
WASHINGTON,45,201,246,0.1829268292682926,0.7212264979792655,INDIANA,2020-03-24,38.5999930005556,-86.1053077547071,27792,54.0989717104642,40.6,34.3,10.464098074,25.15542,89.710610932,48.427960928,8.7,44534.0,22096.0,500.0,45.0,87514.0,22338.0,12.1,15.5,23.7
POTTER,0,1,1,0.0,0.6851418798645772,TEXAS,2020-04-02,35.4012933508104,-101.89393377508,121883,134.172946199066,36.8,27.8,23.537066365,74.71484,90.3,45.687228803,4.6,41912.0,20984.0,1872.0,47.0,83274.0,18922.0,16.6,11.6,27.6
ALAMEDA,3887,46984,50871,0.0764089559867114,0.1466100943652887,CALIFORNIA,2020-03-19,37.6469597754318,-121.888767331006,1605217,2171.87426566942,19.4,14.5,5.7827935577,110.14977,86.814128944,75.55903676,7.1,101744.0,39042.0,12714.0,44.0,183864.0,35306.0,12.2,12.4,21.4
LOGAN,82,1139,1221,0.0671580671580671,0.7254134578967302,ARKANSAS,,35.2152781991025,-93.7163314349866,21935,30.9764205401334,32.8,35.3,9.6222131672,18.41451,91.930835735,48.782862707,8.1,41471.0,20340.0,402.0,33.0,74194.0,18268.0,16.0,19.1,22.4
WILLIAMS,176,2431,2607,0.0675105485232067,0.6897966258377629,OHIO,2020-03-23,41.5603223397909,-84.5881630263949,37270,88.5345291056947,35.2,30.9,6.3913774757,48.93432,94.250513347,56.621372639,5.8,54581.0,22757.0,540.0,48.0,86127.0,24196.0,11.9,17.5,22.9
DEKALB,103,2157,2260,0.045575221238938,0.8288159219391311,ALABAMA,2020-04-04,34.4598061323521,-85.8041138637093,70937,91.2850000150476,29.2,31.7,17.319033941,41.8895,92.742927429,45.800442955,6.3,39491.0,18685.0,1302.0,40.0,78879.0,16455.0,12.4,15.5,24.7
COBB,209,137,346,0.6040462427745664,0.4622225446543276,GEORGIA,2020-04-03,33.9414680627438,-84.5766832110363,728388,2144.2719721395,29.1,22.4,13.789606752,70.52559,84.519609878,74.689055015,6.8,78603.0,34891.0,6495.0,49.0,145912.0,33428.0,11.1,10.6,24.7
BARRY,210,3315,3525,0.0595744680851063,0.6331234132348578,MICHIGAN,2020-03-24,42.5950452315794,-85.308965237775,59316,107.243938065251,37.2,27.3,5.3673120729,33.01093,86.962750716,57.303370787,6.2,64121.0,25909.0,762.0,45.0,103239.0,29370.0,9.5,16.9,22.9
MERRIMACK,127,4420,4547,0.0279305036287662,0.450387337413925,NEW HAMPSHIRE,2020-03-27,43.2974732747204,-71.6802408774351,147715,158.363960348187,27.6,20.0,7.466197853,110.57795,87.981510015,69.886009187,4.8,74351.0,32848.0,1768.0,53.0,132055.0,31984.0,8.6,16.1,20.0
SCOTLAND,281,3012,3293,0.0853325235347707,0.4491671453187823,NORTH CAROLINA,2020-03-30,34.8409463650078,-79.4803958299004,35711,111.979495406906,39.5,26.1,14.187564411,62.69057,87.1,49.970605526,13.4,36730.0,16192.0,722.0,43.0,74212.0,13086.0,23.3,15.9,23.5
ROWAN,50,1881,1931,0.0258933195235629,0.5847649186256781,KENTUCKY,2020-03-26,38.1962628229109,-83.4211073590855,24302,86.8492245463357,38.1,29.3,7.1154594474,77.49725,97.222222222,66.258477769,6.3,41196.0,18743.0,374.0,46.0,83615.0,15711.0,17.6,13.0,18.9
CLACKAMAS,883,10707,11590,0.0761863675582398,0.4129714678166128,OREGON,2020-03-23,45.1880308821213,-122.220879303456,394967,211.135170618463,28.5,16.2,6.2736271533,89.65958,82.44,73.450022125,6.7,81061.0,35506.0,4080.0,46.0,144413.0,34301.0,10.2,16.1,22.3
OSCEOLA,1260,17227,18487,0.0681560015145778,0.3587649601300943,FLORIDA,2020-04-03,28.0626843783821,-81.1494788015105,311962,234.970564322963,30.1,30.9,16.152249365,40.88818,86.639857015,60.636727161,8.3,50473.0,19482.0,3657.0,37.0,93971.0,23201.0,9.8,12.6,25.1
STARKE,33,382,415,0.0795180722891566,0.6901148926945588,INDIANA,2020-03-24,41.280942939751,-86.6476480144274,23069,74.6242300928262,32.6,28.4,9.8179663938,21.84074,92.635658915,46.065077563,9.5,49972.0,21343.0,407.0,35.0,84975.0,21753.0,12.6,16.8,23.1
WEBSTER,59,1149,1208,0.048841059602649,0.5769363166953528,IOWA,,42.4279914105372,-94.1818078067963,37050,51.7734089425536,37.5,25.0,5.8596452893,51.90548,88.352272727,64.431179775,6.6,52093.0,23921.0,528.0,41.0,87845.0,20199.0,13.4,17.0,21.5
ORANGE,2294,29013,31307,0.0732743475899958,0.3573584732964166,FLORIDA,2020-04-03,28.5144325329396,-81.3235201562608,1256055,1390.49588584424,25.2,24.6,15.652447107,87.39969,84.486006459,68.969135606,8.1,58037.0,26210.0,12481.0,40.0,109666.0,23942.0,13.8,10.7,22.8
VENANGO,255,954,1209,0.2109181141439206,0.6861829707041288,PENNSYLVANIA,2020-04-01,41.4010023434065,-79.7579591545302,53460,79.2840789049526,39.9,26.0,6.4454595653,56.02566,92.372881356,51.621670592,8.0,45761.0,24257.0,811.0,51.0,88112.0,21800.0,12.1,19.9,20.4
SULLIVAN,15,20,35,0.4285714285714285,0.7171398527865405,INDIANA,2020-03-24,39.0888222837124,-87.4148028053271,21026,47.0244997814197,30.6,31.9,9.4079210561,48.20206,82.329317269,50.189223283,5.6,47554.0,20219.0,365.0,42.0,92249.0,20447.0,13.7,16.3,20.7
TIFT,158,497,655,0.2412213740458015,0.6740277094029116,GEORGIA,2020-04-03,31.4574352499805,-83.5266066202279,40691,155.978437100969,36.0,39.5,17.767639903,86.21114,85.26119403,51.810691703,5.1,45680.0,20642.0,649.0,50.0,86707.0,16756.0,17.4,13.7,24.9
GENESEE,19,178,197,0.0964467005076142,0.6399440072639225,NEW YORK,2020-03-22,43.000939316713,-78.1937595346268,59053,119.798598730377,36.6,29.9,4.8253885673,31.05804,91.356184799,64.712874229,5.4,58925.0,26381.0,789.0,47.0,105865.0,25588.0,10.5,17.4,20.9
NEWAYGO,266,2508,2774,0.0958904109589041,0.6701855123674911,MICHIGAN,2020-03-24,43.554201072538,-85.8009047757555,47957,58.7950842887224,34.7,25.5,7.2443880589,39.38477,84.80565371,53.445996979,8.9,48860.0,21905.0,658.0,33.0,86280.0,19897.0,11.9,17.7,23.2
ATHENS,208,3636,3844,0.0541103017689906,0.3856264646944944,OHIO,2020-03-23,39.3338967007245,-82.0452098631184,65103,129.268759337818,33.4,26.7,9.3174790927,75.07846,91.821561338,65.829694323,9.4,40416.0,18602.0,713.0,47.0,86527.0,12311.0,19.3,11.4,15.2
DARKE,301,2957,3258,0.0923879680785758,0.7852770365719667,OHIO,2020-03-23,40.133276258568,-84.6194071026518,52185,87.248571527151,35.7,32.7,7.3944856326,52.39056,96.656534954,53.588601959,6.1,53853.0,23589.0,771.0,40.0,92202.0,25769.0,11.9,18.4,24.4
JOHNSON,115,1798,1913,0.0601150026136957,0.668459174714662,ARKANSAS,,35.5700749580525,-93.4599019096451,26025,39.438407167431,39.5,28.9,10.567369301,56.49292,91.455696203,39.080278129,5.7,39381.0,18871.0,419.0,48.0,70348.0,16470.0,15.4,15.6,24.3
LE FLORE,233,4010,4243,0.0549139759604053,0.7759131293188549,OKLAHOMA,,34.9003172288828,-94.7034256944278,49885,31.3883905884829,37.0,35.6,20.186484911,30.16227,82.865761689,45.790435071,7.9,38709.0,19138.0,1054.0,38.0,80956.0,16685.0,17.1,16.8,24.0
OTTAWA,995,20808,21803,0.0456359216621565,0.6198032704191012,MICHIGAN,2020-03-24,42.9598562899207,-85.9961059091571,276583,490.762139528491,27.2,20.8,5.1551425156,66.6939,92.522179975,70.224525561,5.3,70420.0,27696.0,2099.0,53.0,118495.0,32046.0,8.4,13.2,24.9
