county,num_hosp,num_not_hosp,num_infected,percent_hosp,percent_republican,state,date_stay_at_home_effective,lat,lon,total_population,population_density_per_sqmi,percent_adults_with_obesity,percent_physically_inactive,percent_uninsured,primary_care_physicians_rate,high_school_graduation_rate,percent_some_college,percent_unemployed_CDC,median_household_income,per_capita_income,num_deaths,percent_vaccinated,eightieth_percentile_income,twentieth_percentile_income,percent_food_insecure,percent_age_65_and_older,percent_age_17_and_younger
CHILTON,115,1432,1547,0.0743374272786037,0.8210027764167892,ALABAMA,2020-04-04,32.8478699835387,-86.7188037582823,43817,63.2413693567896,37.7,33.2,13.759705874,20.42345,88.205980066,39.905569642,7.9,47547.0,22045.0,829.0,42.0,90324.0,17684.0,13.1,15.2,24.2
CLINTON,61,1259,1320,0.0462121212121212,0.4888368665192699,IOWA,,41.8980370685676,-90.5319863986464,47972,69.0325745139374,33.3,28.4,4.8647643339,51.05297,87.362637363,63.461538462,4.6,51317.0,27116.0,655.0,57.0,100713.0,22450.0,12.1,18.3,23.0
ST. CHARLES,0,2,2,0.0,0.6052088256511032,MISSOURI,2020-04-06,38.7819399413577,-90.6748770234336,379856,677.800642722855,29.8,22.7,6.1877703131,43.74166,92.388222465,78.079752452,4.2,82048.0,34021.0,3828.0,55.0,140950.0,39426.0,9.0,13.2,24.4
ROGERS,649,5909,6558,0.0989630985056419,0.7565219519357839,OKLAHOMA,,36.3715761791477,-95.604369163845,89970,133.159157497249,31.5,31.2,13.53993535,37.18123,85.964058235,63.390429581,5.2,61849.0,28938.0,1269.0,51.0,118088.0,28821.0,12.5,15.4,24.6
ERIE,718,5479,6197,0.1158625141197353,0.5228591196976955,OHIO,2020-03-23,41.3588899141118,-82.6176079331471,75808,301.309338452667,33.2,28.6,6.3217799719,76.18589,94.016110472,63.35483871,7.7,53135.0,28684.0,1252.0,48.0,103709.0,25736.0,14.2,19.6,20.9
POTTAWATOMIE,110,1349,1459,0.0753941055517477,0.71186757691948,KANSAS,2020-03-30,39.3790183266515,-96.3424479535686,22920,27.2526363794213,31.5,26.3,7.2576717,66.92321,93.7,74.168424469,4.3,69975.0,27199.0,218.0,36.0,111505.0,27534.0,10.6,13.2,29.6
HURON,154,2462,2616,0.0588685015290519,0.6717346233586731,MICHIGAN,2020-03-24,43.8332803424714,-83.0234434553544,32021,38.2989991044345,34.2,23.8,6.8661821291,54.34783,91.647331787,59.287148594,6.6,45817.0,24455.0,507.0,42.0,86165.0,21251.0,11.5,23.4,19.6
ANTRIM,61,958,1019,0.0598626104023552,0.6235458695332057,MICHIGAN,2020-03-24,44.9990887249733,-85.140235722651,23215,48.8015182973184,31.9,29.2,8.1259582498,60.10647,92.653061224,58.528988979,7.8,56456.0,28180.0,316.0,43.0,98457.0,24569.0,11.6,25.4,19.1
JAY,61,173,234,0.2606837606837607,0.713373403456048,INDIANA,2020-03-24,40.4379650113036,-85.0057098235644,21196,55.2115587215824,34.8,29.4,9.5495072736,42.96968,95.93495935,46.909805634,7.6,48392.0,20234.0,344.0,52.0,80691.0,21277.0,13.1,16.6,26.0
LAWRENCE,74,824,898,0.0824053452115812,0.730528019421404,ALABAMA,2020-04-04,34.5216828660879,-87.3109941458565,33433,48.4061183870748,32.6,36.4,14.028629857,15.12905,88.055555556,48.394783045,8.3,43909.0,21911.0,666.0,40.0,94296.0,19238.0,13.4,16.2,21.9
NICOLLET,98,214,312,0.3141025641025641,0.4662098690390672,MINNESOTA,2020-03-27,44.3498959691651,-94.2473999377144,33226,74.0626819504683,27.8,17.9,4.2276546402,91.26774,92.59,75.362485616,3.5,66209.0,28089.0,228.0,56.0,112564.0,31279.0,8.7,14.0,22.2
DOUGHERTY,264,205,469,0.5628997867803838,0.3001730865139203,GEORGIA,2020-04-03,31.5334654094169,-84.216371063758,92326,280.944680803561,37.3,31.7,14.427556285,77.09325,87.08994709,59.016609544,17.0,38806.0,20403.0,1576.0,40.0,76702.0,13837.0,25.5,13.5,25.0
FORSYTH,182,259,441,0.4126984126984127,0.7111615642276091,GEORGIA,2020-04-03,34.225549790163,-84.1250245676236,203841,909.610976154375,27.3,21.2,11.695139268,39.04074,94.217687075,80.20152981,4.8,105921.0,37686.0,1489.0,48.0,183293.0,46694.0,5.3,11.1,28.9
WHITMAN,125,4142,4267,0.0292945863604405,0.4277954348454204,WASHINGTON,2020-03-23,46.9011815589823,-117.52305081619,47494,21.9956218643207,27.8,17.5,6.2480101878,59.12817,92.22614841,84.954782132,8.9,45389.0,20957.0,312.0,53.0,94403.0,13452.0,18.3,9.8,15.1
GLADWIN,113,1108,1221,0.0925470925470925,0.6513790891597178,MICHIGAN,2020-03-24,43.9906515790335,-84.3882797750597,25367,50.5536094813947,42.5,26.1,8.0198451641,15.85163,89.230769231,51.123475284,9.3,44635.0,22255.0,482.0,43.0,79824.0,18947.0,13.9,24.8,19.6
BULLITT,206,4159,4365,0.0471935853379152,0.7266627852172225,KENTUCKY,2020-03-26,37.970080890502,-85.695865098944,77727,261.685611884203,34.5,28.2,4.8709672665,18.69252,91.291291291,57.751919034,6.7,61022.0,25805.0,1113.0,50.0,105118.0,28541.0,10.2,13.6,23.2
SUSSEX,1475,9245,10720,0.1375932835820895,0.6294417613253109,NEW JERSEY,2020-03-21,41.1392581424491,-74.6908973479931,144694,278.929008436713,27.8,25.6,6.1253730331,49.40642,94.814814815,71.016514714,7.2,92284.0,39667.0,1740.0,51.0,158829.0,42269.0,6.7,14.7,21.5
SUFFOLK,3591,17340,20931,0.1715637093306578,0.1633116430924302,MASSACHUSETTS,2020-03-24,42.333903567743,-71.0730994377313,767719,13179.881119448,21.2,19.3,4.160588272,148.25695,71.362521619,74.310683225,7.9,68743.0,35844.0,6642.0,48.0,144616.0,18458.0,13.7,11.0,17.2
CARVER,408,414,822,0.4963503649635036,0.5216891697787992,MINNESOTA,2020-03-27,44.8207989232507,-93.8026070134668,97143,274.268002922656,23.9,15.9,3.1729616142,83.23622,93.57,85.445564118,3.0,104248.0,41759.0,568.0,53.0,179997.0,46522.0,5.5,10.0,27.9
DAVIS,618,39794,40412,0.0152924873799861,0.4495235205294376,UTAH,,40.9900306831241,-112.111465429461,329292,1101.27453887281,26.3,17.7,6.9584091417,47.4633,95.0,75.634033829,3.7,84381.0,27059.0,2257.0,49.0,132187.0,41859.0,10.8,9.1,33.3
ORANGE,10754,100058,110812,0.097047251200231,0.4234982100522663,CALIFORNIA,2020-03-19,33.7029787122117,-117.76109087688,3132211,3961.70507213008,19.4,15.2,8.3365759293,97.41725,89.183238806,69.9283117,6.8,89373.0,35939.0,22753.0,46.0,168013.0,35553.0,9.2,13.2,23.0
ADAMS,100,852,952,0.1050420168067226,0.5886462022825659,WISCONSIN,2020-03-25,43.9695417448461,-89.770394611866,20294,31.4335026162027,30.2,26.1,7.8638678808,10.01352,91.603053435,47.93345464,9.5,43000.0,23668.0,368.0,33.0,81388.0,20527.0,10.1,27.0,14.9
SURRY,294,5249,5543,0.0530398701064405,0.7352155547272953,NORTH CAROLINA,2020-03-30,36.414779742302,-80.6881291741646,72767,136.327890450232,30.5,32.4,14.69812145,53.99867,91.355032823,55.501790988,6.1,46342.0,21411.0,1324.0,50.0,84845.0,16821.0,12.4,18.9,22.2
CLINTON,163,2385,2548,0.0639717425431711,0.7409906291834003,OHIO,2020-03-23,39.4149896274721,-83.8083731754621,41854,102.411640954181,32.8,27.7,7.0091667404,76.17415,88.324873096,57.581133257,6.6,53947.0,23612.0,697.0,46.0,99920.0,22817.0,14.1,15.2,24.0
MONTGOMERY,52,500,552,0.0942028985507246,0.729678015307469,INDIANA,2020-03-24,40.0403950904508,-86.8933145756506,38108,75.5185663253501,25.4,30.0,9.7663368914,38.93576,96.796338673,56.556717619,5.4,53700.0,24095.0,570.0,55.0,94914.0,26299.0,10.7,16.8,23.1
UNION,800,11845,12645,0.0632661130881771,0.6310377447734368,NORTH CAROLINA,2020-03-30,34.9884194150015,-80.5307259099551,217614,344.489655848946,32.1,21.5,10.467217729,65.69677,92.6,67.140790743,6.8,80428.0,31185.0,2178.0,51.0,142722.0,34549.0,9.5,11.3,28.5
TATTNALL,26,35,61,0.4262295081967213,0.7382297551789078,GEORGIA,2020-04-03,32.0458055386701,-82.0581313204833,25260,52.6776002548024,43.3,49.9,18.954894211,27.63085,84.279475983,33.066768215,5.1,41440.0,15632.0,409.0,37.0,90297.0,17454.0,15.7,12.2,21.2
CLERMONT,855,10162,11017,0.0776073341199963,0.6811674619909001,OHIO,2020-03-23,39.0474704551963,-84.1518537052686,201092,444.786256683913,37.0,26.6,5.8802287791,65.61744,93.662986078,64.42191553,5.0,65280.0,30060.0,2805.0,51.0,122127.0,28575.0,11.1,14.0,24.3
WATAUGA,63,3198,3261,0.0193192272309107,0.456795064198766,NORTH CAROLINA,2020-03-30,36.2311024754921,-81.6964387792536,52745,168.828035505742,16.7,19.3,14.221743705,74.38181,89.6,78.288061234,8.8,48489.0,22892.0,415.0,52.0,96399.0,14042.0,16.8,14.1,13.1
HARRIS,1,11,12,0.0833333333333333,0.4160887180362652,TEXAS,2020-04-02,29.8578076605391,-95.3937435125859,4434257,2600.95514886885,27.7,22.7,22.060025159,58.92998,87.2,60.442383755,7.0,60241.0,29850.0,44526.0,44.0,125953.0,25426.0,16.3,9.2,27.2
JASPER,140,1277,1417,0.0988002822865208,0.4539249146757679,SOUTH CAROLINA,,32.4367077699166,-81.0315174897961,27186,41.4852331428697,37.4,28.4,20.395956973,24.59765,74.5,41.182766925,10.0,43125.0,18921.0,431.0,37.0,81473.0,19904.0,15.1,15.4,21.6
ROSS,565,3040,3605,0.1567267683772538,0.6139565503620803,OHIO,2020-03-23,39.3376012328861,-83.0570267037807,77193,112.005859892001,37.0,33.6,6.919532804,56.91152,89.566236811,53.350735405,9.9,49385.0,22158.0,1348.0,47.0,94657.0,20306.0,15.0,15.2,21.8
CLINTON,91,795,886,0.1027088036117381,0.651032869949331,PENNSYLVANIA,2020-04-01,41.2340613684867,-77.6381621163485,39536,44.5233386162937,35.1,18.7,7.6298483425,51.28468,93.258426966,51.804185711,6.6,50999.0,22084.0,490.0,45.0,92871.0,21430.0,13.4,17.2,20.5
ONONDAGA,240,1272,1512,0.1587301587301587,0.4013097294185377,NEW YORK,2020-03-22,43.0058212817069,-76.1946391170093,468050,601.290537873982,29.5,21.8,5.0338119697,94.32787,84.084030621,71.928058697,6.8,59786.0,30225.0,5156.0,54.0,117284.0,23893.0,12.2,15.3,21.9
WASHOE,2337,34841,37178,0.0628597557695411,0.4514241885769547,NEVADA,2020-04-01,40.6654754570231,-119.664257733133,439914,69.8012358763807,23.3,18.4,12.437204935,73.81884,84.084597308,63.136255242,8.0,63636.0,29942.0,5910.0,45.0,118122.0,27572.0,11.2,14.6,22.4
UNION,69,1196,1265,0.0545454545454545,0.6501388032078964,OREGON,2020-03-23,45.3102522065624,-118.008824803133,25758,12.6455717415934,38.2,20.8,7.8193131155,72.45824,85.71,61.131043909,6.6,50616.0,25458.0,359.0,30.0,93968.0,20772.0,14.8,18.4,22.1
MARION,92,1042,1134,0.0811287477954144,0.708525133492911,TENNESSEE,2020-03-31,35.1293446084982,-85.6220812654088,28363,56.9348337068347,30.5,32.3,11.30611165,56.28848,87.581699346,52.111838192,6.5,50819.0,22056.0,632.0,43.0,87458.0,17646.0,12.8,18.2,21.3
MILLER,144,1595,1739,0.0828062104657849,0.7018830402088124,ARKANSAS,,33.3120985280613,-93.8915592934458,43666,69.8000099082146,34.3,40.0,8.0762711864,72.75373,87.4,56.370896185,8.6,42162.0,21217.0,870.0,43.0,87114.0,17746.0,19.7,15.0,24.2
GOOCHLAND,55,758,813,0.067650676506765,0.5972786207879176,VIRGINIA,2020-03-30,37.7220726381796,-77.9165275247673,21979,78.0990503565265,27.0,18.8,7.207948733,92.57218,94.0,65.991635483,5.1,89331.0,45995.0,288.0,54.0,169325.0,38471.0,6.9,19.3,19.4
ANDERSON,186,2805,2991,0.0621865596790371,0.6429503698002075,TENNESSEE,2020-03-31,36.118459489311,-84.1984631021904,75545,224.049393605405,32.9,25.8,10.280744684,53.76556,92.083818393,57.516853933,7.4,50672.0,26072.0,1369.0,56.0,99106.0,21053.0,12.6,19.0,21.1
LINN,218,4000,4218,0.051683262209578,0.5703094398746573,OREGON,2020-03-23,44.4888810227266,-122.535001975126,119862,52.4084809928009,36.2,21.0,8.0303572138,65.57534,74.83,62.630466591,9.8,54292.0,22934.0,1711.0,47.0,95763.0,23450.0,13.5,17.2,23.2
PLYMOUTH,1486,8615,10101,0.1471141471141471,0.4323154577442358,MASSACHUSETTS,2020-03-24,41.9508090238504,-70.8112922436465,506657,769.047457410141,28.2,24.8,2.812291393,62.89528,91.048503466,69.56844653,6.9,89678.0,37188.0,5915.0,53.0,159791.0,34570.0,8.1,16.2,22.5
SEMINOLE,885,10135,11020,0.0803085299455535,0.4866382683551508,FLORIDA,2020-04-03,28.7169796988243,-81.23630140979,442905,1431.12838479517,26.6,20.3,10.133157964,75.64967,88.821408237,77.905037601,8.0,67187.0,30097.0,4689.0,43.0,124386.0,27530.0,11.9,14.3,21.6
KNOX,91,3460,3551,0.0256265840608279,0.8229270729270729,KENTUCKY,2020-03-26,36.8906547762878,-83.8540464137252,31740,82.1644479023422,39.4,34.0,6.8629798101,22.4165,95.384615385,42.760809203,13.3,30742.0,15479.0,693.0,31.0,63296.0,10225.0,20.6,16.9,23.6
BUTLER,323,4503,4826,0.0669291338582677,0.6896264960046281,KANSAS,2020-03-30,37.7812485334365,-96.8390542187195,66264,46.3427971938282,35.2,27.1,7.8949270126,62.80092,88.1,71.722428748,5.3,65953.0,27888.0,883.0,49.0,114874.0,28706.0,12.0,13.9,26.0
DELAWARE,329,5354,5683,0.0578919584726376,0.5542846139033314,OHIO,2020-03-23,40.2784049922878,-83.0048749685297,188996,426.441015152485,27.0,18.7,4.3558866746,142.66901,96.277097078,85.067864231,2.7,103536.0,42985.0,1422.0,57.0,187255.0,47072.0,8.1,11.5,27.6
HENRY,73,1126,1199,0.0608840700583819,0.7344920818848977,TENNESSEE,2020-03-31,36.331787774696,-88.3012847602532,32291,57.4736494272986,33.6,33.1,11.199154781,67.79661,90.705128205,44.194008559,7.9,43159.0,23090.0,686.0,51.0,77292.0,17041.0,13.8,21.5,21.1
WEBER,264,29719,29983,0.0088049894940466,0.4731358553134444,UTAH,,41.2698315375917,-111.913401026126,241328,418.779460343117,31.2,20.2,10.088819797,43.69084,84.288441305,60.286177861,5.3,68106.0,24226.0,2496.0,44.0,110389.0,30090.0,12.2,11.1,29.2
BONNEVILLE,763,10008,10771,0.0708383622690558,0.6037629180705999,IDAHO,2020-03-25,43.3877436159442,-111.614803337582,108989,58.4095036164317,29.0,20.2,9.4906263551,39.26873,78.726035869,66.683607779,4.7,60444.0,24889.0,1187.0,47.0,106315.0,26173.0,11.1,12.1,31.3
JEFFERSON,172,2066,2238,0.0768543342269883,0.7351633986928104,IDAHO,2020-03-25,43.8201609462768,-112.31124104157,27096,24.7732690609851,31.9,22.5,12.529048802,24.60803,89.743589744,65.633480931,4.8,61927.0,20750.0,238.0,44.0,106587.0,33388.0,9.7,10.5,34.9
GRAVES,246,3219,3465,0.070995670995671,0.7630374563410816,KENTUCKY,2020-03-26,36.7231101226368,-88.6512057791279,37379,67.7462853448997,35.0,37.8,7.3378896483,32.32672,95.324675325,54.225352113,8.4,46785.0,21277.0,641.0,43.0,86862.0,16686.0,14.3,17.2,24.3
WABASH,16,111,127,0.1259842519685039,0.7292099792099792,INDIANA,2020-03-24,40.8456608255192,-85.7939965236373,32177,78.0168475360988,34.5,26.2,9.1892348642,44.52501,87.104622871,52.698181818,5.9,51487.0,23745.0,480.0,50.0,85107.0,23301.0,11.9,19.4,21.6
CARTERET,85,2225,2310,0.0367965367965368,0.7032370768375639,NORTH CAROLINA,2020-03-30,34.8394020206116,-76.6728349606135,68537,135.014386020864,31.9,24.1,12.679847408,75.49252,85.2,71.121444939,9.2,55052.0,29349.0,1197.0,49.0,101224.0,23421.0,12.1,21.8,18.5
WELD,2303,12634,14937,0.1541808930842873,0.5659907847712438,COLORADO,2020-03-26,40.5548621497044,-104.392458113942,278065,69.7400113401736,29.0,18.6,9.3993736032,48.91131,84.591194969,62.749077711,6.0,75629.0,27808.0,2705.0,50.0,122444.0,31426.0,8.1,11.2,26.9
DUBOIS,42,148,190,0.2210526315789473,0.6687850280224179,INDIANA,2020-03-24,38.3642782944677,-86.879810706973,42345,99.1059426329682,29.5,20.9,8.9484313224,84.59044,92.962962963,63.68061309,2.9,62126.0,27331.0,486.0,45.0,105062.0,26063.0,9.5,16.0,24.5
BLUE EARTH,299,285,584,0.511986301369863,0.4663769237638794,MINNESOTA,2020-03-27,44.0346079920713,-94.0670352754956,65524,87.6192529321322,33.4,20.2,4.5355071671,100.04031,88.56,76.592806478,4.9,58132.0,27324.0,555.0,58.0,107613.0,24512.0,12.0,12.8,19.6
GOODHUE,213,223,436,0.4885321100917431,0.545981257533927,MINNESOTA,2020-03-27,44.4098740745808,-92.7225797011001,46450,61.3728592342135,32.4,23.1,5.5748472368,79.9067,86.73,70.446539084,4.7,67039.0,31830.0,484.0,49.0,117821.0,27707.0,8.8,18.4,22.8
PENNINGTON,1,2,3,0.3333333333333333,0.6242590536832625,SOUTH DAKOTA,,44.0037634510408,-102.823882798696,107298,38.643865722344,28.5,19.2,11.70835252,89.88478,79.713603819,68.696843016,4.8,58738.0,27964.0,1296.0,48.0,102472.0,25428.0,11.5,15.4,23.8
HONOLULU,0,1,1,0.0,0.31605724483012,HAWAII,2020-03-25,21.4573292946605,-157.972883049048,986999,1643.33982566244,23.4,20.6,4.1260748609,90.42634,84.241404795,71.924357737,5.1,83695.0,32194.0,9229.0,46.0,152665.0,36867.0,10.5,15.9,21.6
SALEM,698,4397,5095,0.1369970559371933,0.5554010985285143,NEW JERSEY,2020-03-21,39.5876867431507,-75.3490341044025,64504,194.382545029601,36.5,29.6,7.6036185183,33.44375,87.309048179,57.613697888,9.4,64524.0,30295.0,1042.0,49.0,127312.0,24913.0,12.7,17.1,22.3
ROCKINGHAM,326,10996,11322,0.0287934993817346,0.4985118555507788,NEW HAMPSHIRE,2020-03-27,42.9875859501221,-71.1254408129143,300365,432.10671269465,26.6,18.9,5.5747480006,75.72716,93.02662037,76.228088701,4.9,93645.0,41449.0,3226.0,53.0,164277.0,41633.0,7.1,15.2,20.7
BENTON,64,2517,2581,0.0247965904688105,0.2757779008471273,OREGON,2020-03-23,44.4917926648745,-123.42930148322,87455,129.528152610477,24.9,13.2,6.7846935094,114.34729,84.8,83.947393869,7.8,63600.0,28986.0,624.0,54.0,120577.0,20737.0,14.6,14.3,16.9
ORANGE,297,6603,6900,0.0430434782608695,0.2253704153509837,NORTH CAROLINA,2020-03-30,36.0611145847661,-79.1206694740294,139807,351.686902810432,22.9,17.8,10.531994427,187.65609,88.392602206,80.56646264,5.9,71920.0,37103.0,1087.0,61.0,157038.0,28037.0,12.7,11.2,20.4
OKALOOSA,484,10142,10626,0.0455486542443064,0.7128352585394874,FLORIDA,2020-04-03,30.6912973284331,-86.5917596799802,195798,210.476278829583,27.0,28.1,13.452469892,79.32207,86.800373134,68.595900229,6.5,62779.0,29603.0,2666.0,38.0,113135.0,27649.0,13.4,15.1,22.2
WYANDOTTE,1343,14278,15621,0.0859740093463926,0.3240195977942232,KANSAS,2020-03-30,39.1146221935809,-94.7645580831186,161777,1067.1160470399,39.5,32.9,15.460343579,43.56033,77.0,50.161522679,9.3,47084.0,19282.0,2309.0,45.0,85581.0,19239.0,16.3,11.2,28.2
MONTGOMERY,129,2202,2331,0.0553410553410553,0.6649714902142086,ILLINOIS,2020-03-21,39.2310401691354,-89.4788922177543,29301,41.639299492603,31.0,27.3,5.9814418273,62.52171,86.096663954,54.975369458,5.7,53138.0,21072.0,426.0,31.0,93447.0,20766.0,12.1,18.5,20.1
POWHATAN,64,918,982,0.065173116089613,0.7032544378698224,VIRGINIA,2020-03-30,37.5502033229995,-77.9152060145107,28286,108.691587777263,27.5,26.5,9.5212695026,48.94934,93.6,60.756501182,4.6,88475.0,32770.0,281.0,53.0,142537.0,44119.0,6.2,15.7,19.6
CARROLL,485,1073,1558,0.3112965340179717,0.6338189182126992,MARYLAND,2020-03-30,39.5628912107943,-77.0225483766955,167535,374.296128224424,33.0,25.4,4.5924658031,47.08519,97.5,71.008459424,4.5,95956.0,38408.0,1932.0,55.0,162670.0,41853.0,5.4,15.3,22.5
HIDALGO,2,4,6,0.3333333333333333,0.2804591869093676,TEXAS,2020-04-02,26.3968872836939,-98.1812120719069,828334,527.299461332191,34.4,21.6,31.207924125,44.96544,89.9,48.249237089,9.0,38785.0,15240.0,6490.0,46.0,84317.0,14937.0,11.4,10.4,33.7
CALUMET,275,3032,3307,0.0831569398246144,0.5759099437148217,WISCONSIN,2020-03-25,44.0816117094041,-88.2180628746136,49653,156.02574548563,26.9,19.1,4.3695206118,11.98394,95.895522388,74.960287601,2.6,72645.0,30856.0,403.0,49.0,122439.0,33611.0,6.5,13.1,25.4
MENDOCINO,330,3412,3742,0.0881881346873329,0.29052485524455,CALIFORNIA,2020-03-19,39.4402321690103,-123.391486028242,87409,24.9287358799456,32.1,18.6,10.72739553,89.75437,83.540669856,57.193349263,11.0,51386.0,25278.0,1236.0,28.0,97900.0,19745.0,13.6,18.9,21.8
MACON,116,2168,2284,0.0507880910683012,0.6838276756512913,NORTH CAROLINA,2020-03-30,35.1505041235441,-83.4221613511451,33991,65.9271250849118,28.8,26.0,15.590876001,71.97973,91.2,59.042089985,5.8,46426.0,25195.0,569.0,47.0,86166.0,20030.0,12.7,26.7,19.0
MITCHELL,50,61,111,0.4504504504504504,0.5430203045685279,GEORGIA,2020-04-03,31.2253248966438,-84.1942976300458,22778,44.4809454594592,34.5,31.0,17.641681901,35.88731,93.307086614,37.243697479,16.6,36788.0,15027.0,430.0,39.0,67457.0,15929.0,20.5,14.8,23.9
SCHOHARIE,9,34,43,0.2093023255813953,0.6285409252669039,NEW YORK,2020-03-22,42.588225256626,-74.4421159500249,31667,50.9264236001528,36.0,25.8,5.2225772098,25.46149,82.890855457,59.722436392,10.1,57757.0,25638.0,397.0,51.0,103445.0,23757.0,10.7,18.4,18.8
CATOOSA,4,13,17,0.2352941176470588,0.7802070486227903,GEORGIA,2020-04-03,34.9036347023038,-85.1382520811151,65645,404.809688688035,38.8,31.5,12.739131225,49.58678,88.209606987,62.948679917,7.2,55807.0,23834.0,1002.0,47.0,104600.0,24730.0,9.5,15.8,23.7
MONROE,131,88,219,0.5981735159817352,0.3927139940768854,NEW YORK,2020-03-22,43.1464542926241,-77.6960923806143,749236,1140.02557906062,29.4,23.2,4.6771624043,103.12422,82.992070067,72.601600444,7.3,60240.0,30194.0,7898.0,51.0,114658.0,23180.0,12.4,15.5,21.5
FRANKLIN,599,12304,12903,0.0464233124079671,0.5567453625632378,WASHINGTON,2020-03-23,46.5347254335911,-118.898954293538,87810,70.7235358868819,33.1,20.6,11.644394253,23.8806,75.439938791,48.59128333,6.8,60483.0,20997.0,621.0,46.0,109013.0,30015.0,7.1,8.1,33.5
MEADE,97,1672,1769,0.0548332391181458,0.7080369552775734,KENTUCKY,2020-03-26,37.9696643917426,-86.2170222814856,28751,94.1347711179021,36.6,30.0,5.7855028969,21.31136,95.894428152,64.53619161,9.0,57613.0,24018.0,447.0,44.0,106819.0,28712.0,12.5,12.4,24.8
JEFFERSON,427,5252,5679,0.0751892938897693,0.5425763686089092,WISCONSIN,2020-03-25,43.0208392569956,-88.7758974097241,84538,151.920588097824,30.3,20.2,5.8798627837,40.07922,90.920245399,66.56833825,4.7,65831.0,27272.0,923.0,57.0,109956.0,30038.0,8.5,14.9,22.3
MERIWETHER,7,55,62,0.1129032258064516,0.566561788000434,GEORGIA,2020-04-03,33.0406847645878,-84.6882961283545,21195,42.2866045721162,33.3,43.6,16.202164319,33.25574,83.854166667,43.48009269,11.2,38886.0,19626.0,448.0,39.0,76451.0,14813.0,18.3,18.4,22.3
BIBB,340,367,707,0.4809052333804809,0.384098025432935,GEORGIA,2020-04-03,32.8065001212585,-83.697410631621,154194,618.478640570371,36.6,31.2,14.403617403,131.49115,78.786020846,59.8739986,11.3,41390.0,22175.0,2701.0,42.0,91299.0,14242.0,21.8,13.9,25.1
FREDERICK,47,281,328,0.1432926829268292,0.4736109232397336,MARYLAND,2020-03-30,39.4722382804775,-77.3980090476464,243465,368.635875167273,29.1,22.1,5.420760519,62.29615,92.48,75.159195211,5.3,95196.0,38280.0,2409.0,51.0,163957.0,41144.0,6.4,12.9,24.0
ST. CLAIR,1163,7824,8987,0.1294091465450094,0.4466495272847902,ILLINOIS,2020-03-21,38.4703081009505,-89.9283941743961,265569,403.736094756425,37.1,31.4,6.1790247161,59.43333,88.178642007,67.371770321,8.3,58222.0,27683.0,3825.0,43.0,111084.0,21076.0,15.5,13.8,24.1
COLUMBIA,100,1197,1297,0.07710100231303,0.4965436922383349,OREGON,2020-03-23,45.9437947634392,-123.088312366169,49645,75.4498608678399,30.6,21.7,7.0035861021,32.82994,81.16,56.240996526,8.6,63338.0,27449.0,680.0,36.0,108108.0,26605.0,12.3,16.9,22.2
COMANCHE,899,9888,10787,0.0833410586817465,0.5890861073578184,OKLAHOMA,,34.6621035212965,-98.4716701505556,124583,116.510108244605,32.2,29.6,14.95827136,79.81831,76.940662086,60.028413127,9.0,51382.0,23925.0,1661.0,42.0,97978.0,22365.0,17.5,11.1,24.3
