,state,county,num_hosp,num_not_hosp,num_infected,percent_hosp
988,GA,FAYETTE,10,9,19,0.5263157894736842
989,VT,NA,127,4154,4281,0.029665965895818734
990,WA,STEVENS,165,2184,2349,0.070242656449553
991,VA,FREDERICK,252,4349,4601,0.054770702021299716
992,TN,MACON,102,1349,1451,0.07029634734665748
993,MI,GRATIOT,185,2141,2326,0.07953568357695615
994,ID,ADA,2076,51025,53101,0.039095308939567995
995,SC,LEXINGTON,879,18420,19299,0.04554640136794653
996,IN,BOONE,69,203,272,0.2536764705882353
997,IN,DECATUR,59,190,249,0.23694779116465864
998,IL,MORGAN,144,393,537,0.2681564245810056
999,TN,GIBSON,113,2520,2633,0.042916824914546146
1000,NC,GREENE,104,1332,1436,0.07242339832869081
1001,OK,CUSTER,182,2335,2517,0.0723083035359555
1002,NJ,CUMBERLAND,2951,10238,13189,0.22374706194556068
1003,FL,SARASOTA,1011,11204,12215,0.08276708964388048
1004,NC,DARE,71,1620,1691,0.041986989946777055
1005,WI,POLK,183,2212,2395,0.07640918580375783
1006,IN,LAGRANGE,34,59,93,0.3655913978494624
1007,MI,BAY,692,4657,5349,0.12936997569639186
1008,SC,COLLETON,235,1918,2153,0.10915002322340919
1009,VA,HAMPTON CITY,457,5367,5824,0.07846840659340659
1010,PA,DAUPHIN,1307,3831,5138,0.2543791358505255
1011,MS,MADISON,171,1116,1287,0.13286713286713286
1012,GA,DOUGLAS,138,309,447,0.3087248322147651
1013,CA,IMPERIAL,2094,15122,17216,0.12163104089219332
1014,CA,LASSEN,89,3117,3206,0.02776044915782907
1015,NC,LINCOLN,431,5929,6360,0.06776729559748428
1016,IL,LEE,116,787,903,0.12846068660022147
1017,IL,ROCK ISLAND,339,2565,2904,0.11673553719008264
1018,NC,ANSON,157,1943,2100,0.07476190476190477
1019,WI,OCONTO,255,3534,3789,0.06730007917656373
1020,MO,GREENE,3,7,10,0.3
1021,IL,SALINE,71,371,442,0.16063348416289594
1022,IL,PEORIA,1330,3494,4824,0.27570480928689883
1023,CT,MIDDLESEX,493,742,1235,0.3991902834008097
1024,GA,COFFEE,146,179,325,0.4492307692307692
1025,MA,WORCESTER,1930,11280,13210,0.1461014383043149
1026,IL,OGLE,297,4582,4879,0.06087312973970076
1027,OK,OKLAHOMA,5032,28283,33315,0.1510430736905298
1028,FL,VOLUSIA,1850,16132,17982,0.102880658436214
1029,IN,SPENCER,11,123,134,0.08208955223880597
1030,VA,ISLE OF WIGHT,154,2167,2321,0.06635071090047394
1031,FL,TAYLOR,68,1104,1172,0.05802047781569966
1032,MN,RICE,335,637,972,0.3446502057613169
1033,IN,WELLS,53,118,171,0.30994152046783624
1034,KS,COWLEY,324,2442,2766,0.11713665943600868
1035,FL,POLK,4133,27693,31826,0.1298623766731603
1036,NM,CURRY,329,620,949,0.3466807165437302
1037,GA,UPSON,22,121,143,0.15384615384615385
1038,IN,TIPPECANOE,100,1097,1197,0.0835421888053467
1039,IN,PORTER,147,686,833,0.17647058823529413
1040,IL,BUREAU,78,315,393,0.1984732824427481
1041,MN,OTTER TAIL,297,154,451,0.6585365853658537
1042,GA,MUSCOGEE,114,47,161,0.7080745341614907
1043,VT,CHITTENDEN,149,6513,6662,0.02236565595917142
1044,FL,CLAY,690,8766,9456,0.07296954314720812
1045,VT,RUTLAND,82,1750,1832,0.04475982532751092
1046,FL,MARTIN,604,8466,9070,0.06659316427783903
1047,IN,WHITE,23,203,226,0.10176991150442478
1048,PA,WARREN,90,473,563,0.15985790408525755
1049,CO,ARAPAHOE,3932,17569,21501,0.18287521510627414
1050,OR,WASHINGTON,1293,18456,19749,0.06547166945161781
1051,MD,ST. MARY'S,109,884,993,0.10976837865055387
1052,MI,SAGINAW,982,8382,9364,0.10486971379752243
1053,IL,RANDOLPH,56,578,634,0.08832807570977919
1054,WI,WASHINGTON,481,4120,4601,0.10454249076287764
1055,IL,JEFFERSON,86,151,237,0.3628691983122363
1056,IL,JO DAVIESS,55,155,210,0.2619047619047619
1057,NC,HAYWOOD,134,2534,2668,0.05022488755622189
1058,KS,CRAWFORD,202,3329,3531,0.05720758991787029
1059,CA,SAN BERNARDINO,11138,136436,147574,0.07547399948500413
1060,FL,PUTNAM,527,4451,4978,0.10586580956207312
1061,OH,PIKE,184,1922,2106,0.08736942070275404
1062,MD,WICOMICO,137,1432,1569,0.08731676226896112
1063,IL,GRUNDY,127,431,558,0.22759856630824374
1064,TX,DALLAS,5,4,9,0.5555555555555556
1065,GA,HARALSON,1,4,5,0.2
1066,HI,HAWAII,2,0,2,1.0
1067,IL,SHELBY,77,1410,1487,0.05178211163416274
1068,NC,GRANVILLE,266,3538,3804,0.06992639327024185
1069,OK,PAYNE,308,6327,6635,0.04642049736247174
1070,NC,CURRITUCK,42,330,372,0.11290322580645161
1071,PA,NORTHAMPTON,936,12073,13009,0.07195018833115535
1072,KY,HENDERSON,99,2667,2766,0.03579175704989154
1073,GA,HABERSHAM,47,86,133,0.3533834586466165
1074,NC,RANDOLPH,544,11817,12361,0.04400938435401667
1075,NC,NASH,660,5510,6170,0.10696920583468396
1076,WA,ASOTIN,97,1375,1472,0.06589673913043478
1077,IN,JENNINGS,28,244,272,0.10294117647058823
1078,ME,HANCOCK,46,913,959,0.047966631908237745
1079,NC,CRAVEN,688,5331,6019,0.11430470177770394
1080,TX,BRAZORIA,0,1,1,0.0
1081,CA,SISKIYOU,133,1223,1356,0.09808259587020648
1082,AL,BLOUNT,93,1782,1875,0.0496
1083,NC,GUILFORD,1674,21910,23584,0.07098032564450475
1084,CT,LITCHFIELD,385,1400,1785,0.21568627450980393
1085,NH,CARROLL,31,1188,1219,0.02543068088597211
1086,GA,FRANKLIN,21,52,73,0.2876712328767123
1087,RI,NA,12,63,75,0.16
1088,WA,GRAYS HARBOR,234,4320,4554,0.05138339920948617
1089,MI,HOUGHTON,83,1927,2010,0.04129353233830846
1090,MD,WASHINGTON,139,2313,2452,0.0566884176182708
1091,OK,SEMINOLE,227,1891,2118,0.10717658168083097
1092,VA,WINCHESTER CITY,114,1549,1663,0.06855081178592905
1093,PA,GREENE,121,749,870,0.13908045977011493
1094,IL,WILL,4540,15466,20006,0.22693192042387283
1095,MD,MONTGOMERY,27,463,490,0.05510204081632653
1096,IA,NA,1671,26659,28330,0.05898340981291917
1097,VT,WINDSOR,51,1113,1164,0.04381443298969072
1098,WA,KITTITAS,117,3236,3353,0.03489412466447957
1099,KS,JOHNSON,2602,28049,30651,0.08489119441453787
1100,OR,MULTNOMAH,2667,23318,25985,0.10263613623244179
1101,KS,FINNEY,246,4348,4594,0.05354810622551154
1102,NY,COLUMBIA,172,549,721,0.23855755894590847
1103,VA,WASHINGTON,425,3303,3728,0.11400214592274678
1104,IN,CLARK,137,903,1040,0.13173076923076923
1105,GA,JONES,32,33,65,0.49230769230769234
1106,DE,SUSSEX,9,29,38,0.23684210526315788
1107,NC,RICHMOND,329,3543,3872,0.08496900826446281
1108,FL,LEVY,179,2184,2363,0.07575116377486246
1109,MA,ESSEX,2737,21588,24325,0.11251798561151079
1110,VA,LOUDOUN,1086,13477,14563,0.07457254686534368
1111,NY,GREENE,71,183,254,0.2795275590551181
1112,KS,FRANKLIN,135,1010,1145,0.11790393013100436
1113,MN,HENNEPIN,7837,3904,11741,0.6674899923345541
1114,GA,MADISON,33,57,90,0.36666666666666664
1115,VA,AUGUSTA,186,2799,2985,0.062311557788944726
1116,OR,MALHEUR,232,2473,2705,0.08576709796672828
1117,OK,KAY,272,3504,3776,0.07203389830508475
1118,OH,HANCOCK,483,4690,5173,0.09336941813261164
1119,NV,CHURCHILL,43,876,919,0.046789989118607184
1120,AL,COLBERT,117,1652,1769,0.06613906161673262
1121,AL,CHAMBERS,152,1027,1179,0.1289228159457167
1122,GA,MONROE,28,29,57,0.49122807017543857
1123,AR,SEBASTIAN,640,7809,8449,0.07574860930287608
1124,WI,BARRON,230,2942,3172,0.0725094577553594
1125,VA,PULASKI,129,1484,1613,0.07997520148791072
1126,OH,WAYNE,455,4036,4491,0.10131373858828768
1127,VA,VIRGINIA BEACH CITY,1728,20540,22268,0.07760014370396982
1128,OK,ADAIR,234,2114,2348,0.09965928449744463
1129,VA,WARREN,119,1698,1817,0.0654925701706109
1130,WI,IOWA,82,890,972,0.08436213991769548
1131,AL,ELMORE,194,2564,2758,0.07034082668600435
1132,GA,PICKENS,17,13,30,0.5666666666666667
1133,NY,OTSEGO,15,57,72,0.20833333333333334
1134,OK,NA,2898,28930,31828,0.09105190398391354
1135,CT,HARTFORD,2841,9979,12820,0.221606864274571
1136,MN,MOWER,215,342,557,0.3859964093357271
1137,MN,TODD,136,177,313,0.43450479233226835
1138,MD,ALLEGANY,332,5783,6115,0.05429272281275552
1139,CA,SUTTER,547,4231,4778,0.11448304730012558
1140,MI,IONIA,179,4396,4575,0.03912568306010929
1141,NC,FRANKLIN,99,1621,1720,0.05755813953488372
1142,LA,ORLEANS,451,558,1009,0.44697720515361744
1143,PA,MONTGOMERY,1792,8234,10026,0.17873528825054857
1144,SC,MARION,274,2186,2460,0.11138211382113822
1145,KY,JEFFERSON,938,3456,4394,0.21347291761492945
1146,IL,CLINTON,124,329,453,0.2737306843267108
1147,FL,DESOTO,215,2978,3193,0.06733479486376448
1148,CA,SANTA CRUZ,512,9562,10074,0.05082390311693468
1149,IN,WAYNE,69,1248,1317,0.05239179954441914
1150,OH,SUMMIT,4480,26125,30605,0.14638131024342427
1151,AK,JUNEAU,49,111,160,0.30625
1152,IL,MONROE,129,391,520,0.24807692307692308
1153,NY,JEFFERSON,6,41,47,0.1276595744680851
1154,MI,NA,1074,11488,12562,0.08549594013692087
1155,NC,HALIFAX,411,2327,2738,0.15010956902848796
1156,NJ,MIDDLESEX,9745,43178,52923,0.18413544205732857
1157,KY,PERRY,142,1691,1833,0.07746863066012002
1158,OH,PREBLE,288,1730,2018,0.14271555996035679
1159,MI,CLINTON,360,3168,3528,0.10204081632653061
1160,PA,HUNTINGDON,82,841,923,0.08884073672806067
1161,FL,BAKER,130,1717,1847,0.07038440714672442
1162,GA,WALKER,0,30,30,0.0
1163,MI,CALHOUN,480,6778,7258,0.06613392119041059
1164,KS,FORD,381,4001,4382,0.08694659972615244
1165,FL,HERNANDO,610,11168,11778,0.051791475632535236
1166,TN,RHEA,83,1545,1628,0.05098280098280098
1167,AR,JEFFERSON,606,4899,5505,0.11008174386920981
1168,NY,CHAUTAUQUA,13,62,75,0.17333333333333334
1169,CA,SAN JOAQUIN,3534,19366,22900,0.1543231441048035
1170,IN,NA,696,2002,2698,0.25796886582653816
1171,NC,NA,1581,14512,16093,0.09824147144721307
1172,SD,NA,4,20,24,0.16666666666666666
1173,KY,NELSON,205,3764,3969,0.05165028974552784
1174,VA,CHESAPEAKE CITY,1039,11944,12983,0.08002772856812755
1175,NC,MOORE,522,4211,4733,0.11028945700401437
1176,NC,PASQUOTANK,141,1564,1705,0.08269794721407625
1177,CO,PUEBLO,1443,7098,8541,0.1689497716894977
1178,KS,GEARY,125,1426,1551,0.08059316569954868
1179,IA,BOONE,30,241,271,0.11070110701107011
1180,PA,CARBON,196,1333,1529,0.12818835840418574
1181,SC,ORANGEBURG,528,5454,5982,0.08826479438314945
1182,ID,NA,1088,13317,14405,0.07552933009371746
1183,MT,YELLOWSTONE,1335,16651,17986,0.07422439675303014
1184,IL,COOK,35473,108799,144272,0.2458758456249307
1185,PA,CAMBRIA,746,3333,4079,0.1828879627359647
1186,SC,DORCHESTER,465,10127,10592,0.04390105740181269
1187,VT,ORLEANS,23,1097,1120,0.020535714285714286
1188,VA,BOTETOURT,66,1264,1330,0.04962406015037594
1189,IA,JONES,36,577,613,0.05872756933115824
1190,AL,GENEVA,52,603,655,0.07938931297709924
1191,OH,COSHOCTON,209,2150,2359,0.08859686307757525
1192,KY,MERCER,61,1330,1391,0.04385334291876348
1193,AL,ESCAMBIA,77,1009,1086,0.070902394106814
1194,MD,NA,241,2925,3166,0.07612128869235628
1195,IL,LAKE,5010,31641,36651,0.13669476958336743
1196,GA,BALDWIN,61,46,107,0.5700934579439252
1197,NY,DELAWARE,7,22,29,0.2413793103448276
1198,WA,KING,6572,106445,113017,0.058150543723510625
1199,FL,WASHINGTON,76,1232,1308,0.0581039755351682
1200,MT,LEWIS AND CLARK,303,3525,3828,0.07915360501567398
1201,FL,PINELLAS,4180,37405,41585,0.10051701334615847
1202,TN,HICKMAN,51,939,990,0.051515151515151514
1203,WI,PIERCE,112,2747,2859,0.039174536551241694
1204,CO,SUMMIT,85,1886,1971,0.043125317097919835
1205,MN,LE SUEUR,150,119,269,0.5576208178438662
1206,NY,ULSTER,30,53,83,0.3614457831325301
1207,WI,SHEBOYGAN,624,5397,6021,0.10363726955655207
1208,AL,MONTGOMERY,751,7561,8312,0.09035129932627527
1209,AL,COFFEE,91,1499,1590,0.057232704402515724
1210,CO,ELBERT,102,198,300,0.34
1211,MN,SCOTT,866,443,1309,0.6615737203972498
1212,PA,FRANKLIN,344,3193,3537,0.09725756290641786
1213,PA,CLEARFIELD,149,2000,2149,0.0693345742205677
1214,WI,WINNEBAGO,836,8273,9109,0.0917773630475354
1215,MS,WASHINGTON,151,857,1008,0.1498015873015873
1216,KS,SALINE,337,4949,5286,0.06375331063185774
1217,VA,JAMES CITY,169,2009,2178,0.0775941230486685
1218,AZ,APACHE,1225,2001,3226,0.379727216367018
1219,NY,WYOMING,7,60,67,0.1044776119402985
1220,MO,JEFFERSON,0,1,1,0.0
1221,MN,DODGE,59,129,188,0.31382978723404253
1222,VA,STAFFORD,376,4242,4618,0.08142052836725855
1223,NY,WAYNE,8,20,28,0.2857142857142857
1224,NJ,HUNTERDON,858,6237,7095,0.12093023255813953
1225,KY,HOPKINS,378,3579,3957,0.09552691432903715
1226,MI,OGEMAW,87,711,798,0.10902255639097744
1227,CA,LAKE,193,2856,3049,0.06329944244014431
1228,PA,JUNIATA,29,284,313,0.0926517571884984
1229,NM,DOÑA ANA,1349,2844,4193,0.32172668733603627
1230,GA,FLOYD,4,4,8,0.5
1231,WI,JUNEAU,158,1150,1308,0.12079510703363915
1232,KY,MONTGOMERY,131,2417,2548,0.05141287284144427
1233,NJ,WARREN,1003,5844,6847,0.1464875127793194
1234,MS,HARRISON,110,1255,1365,0.08058608058608059
1235,MD,BALTIMORE,254,1210,1464,0.17349726775956284
1236,AK,NA,296,2543,2839,0.10426206410707996
1237,KY,ANDERSON,130,2370,2500,0.052
1238,OR,JOSEPHINE,313,2465,2778,0.11267098632109432
1239,TN,WHITE,104,1470,1574,0.06607369758576874
1240,OR,CLATSOP,46,860,906,0.05077262693156733
1241,AL,CLARKE,81,808,889,0.09111361079865017
1242,OR,JEFFERSON,174,1611,1785,0.09747899159663866
1243,UT,SALT LAKE,4483,147846,152329,0.029429721195570115
1244,NH,HILLSBOROUGH,773,17525,18298,0.04224505410427369
1245,NC,VANCE,223,3031,3254,0.06853103872157344
1246,OR,YAMHILL,120,3429,3549,0.0338123415046492
1247,OH,WASHINGTON,203,1292,1495,0.13578595317725753
1248,MN,MEEKER,132,41,173,0.7630057803468208
1249,FL,HILLSBOROUGH,2424,35202,37626,0.06442353691596236
1250,CA,DEL NORTE,20,855,875,0.022857142857142857
1251,IA,BLACK HAWK,299,4712,5011,0.05966872879664738
1252,OH,LORAIN,1542,4265,5807,0.26554158773893577
1253,MN,STEARNS,971,844,1815,0.5349862258953169
1254,CO,CHAFFEE,35,177,212,0.1650943396226415
1255,MD,GARRETT,23,324,347,0.06628242074927954
1256,NE,HALL,0,4,4,0.0
1257,CA,SAN DIEGO,15585,267841,283426,0.054987898075688185
1258,NC,PERSON,118,2386,2504,0.04712460063897764
1259,UT,SANPETE,10,3835,3845,0.002600780234070221
1260,KY,GRAYSON,155,1805,1960,0.07908163265306123
1261,VA,PITTSYLVANIA,239,2650,2889,0.0827275874004846
1262,CO,JEFFERSON,2613,16125,18738,0.13944924751841178
1263,NM,OTERO,285,920,1205,0.23651452282157676
1264,WI,DANE,1490,24949,26439,0.05635614054994516
1265,CO,EAGLE,144,3884,4028,0.03574975173783516
1266,KY,LINCOLN,60,1308,1368,0.043859649122807015
1267,AR,FAULKNER,549,6878,7427,0.07391948296755083
1268,WI,LINCOLN,136,1857,1993,0.0682388359257401
1269,AL,BIBB,68,754,822,0.0827250608272506
1270,NE,LANCASTER,0,3,3,0.0
1271,OR,HOOD RIVER,39,1005,1044,0.03735632183908046
1272,OK,BECKHAM,184,1654,1838,0.10010881392818281
1273,OR,JACKSON,805,7999,8804,0.09143571104043617
1274,ID,JEROME,188,1702,1890,0.09947089947089947
1275,NJ,CAPE MAY,1328,6747,8075,0.16445820433436534
1276,OH,FAYETTE,236,1976,2212,0.10669077757685352
1277,VA,HANOVER,318,4416,4734,0.06717363751584284
1278,NM,EDDY,313,588,901,0.34739178690344064
1279,IL,VERMILION,438,668,1106,0.3960216998191682
1280,SD,BROOKINGS,0,2,2,0.0
1281,ND,GRAND FORKS,54,2299,2353,0.022949426264343393
1282,MI,MONTCALM,254,2481,2735,0.09287020109689213
1283,RI,KENT,10,107,117,0.08547008547008547
1284,GA,COWETA,9,10,19,0.47368421052631576
1285,NC,JACKSON,110,1990,2100,0.05238095238095238
1286,NC,HARNETT,757,7937,8694,0.08707154359328273
1287,IL,BOONE,335,5292,5627,0.059534387773236185
1288,CA,MERCED,1760,15802,17562,0.10021637626693998
1289,VA,AMHERST,119,1283,1402,0.08487874465049929
1290,ME,SAGADAHOC,28,1019,1047,0.026743075453677174
1291,MI,ISABELLA,144,3721,3865,0.037257438551099614
1292,NC,DAVIE,149,2143,2292,0.0650087260034904
1293,MI,MACOMB,1572,2193,3765,0.41752988047808764
1294,NY,BRONX,25051,4180,29231,0.8570011289384557
1295,MI,MARQUETTE,153,3524,3677,0.04161000815882513
1296,MN,BECKER,215,148,363,0.5922865013774105
1297,GA,WARE,34,12,46,0.7391304347826086
1298,NY,CATTARAUGUS,0,5,5,0.0
1299,WI,KENOSHA,955,5054,6009,0.15892827425528375
1300,NJ,BURLINGTON,4339,27695,32034,0.1354498345507898
1301,CA,TULARE,2444,25873,28317,0.0863085778860755
1302,SC,ABBEVILLE,73,974,1047,0.06972301814708691
1303,VA,WAYNESBORO CITY,67,1387,1454,0.04607977991746905
1304,MD,CALVERT,108,1088,1196,0.0903010033444816
1305,VA,NA,2995,33700,36695,0.08161874914838534
1306,FL,OKEECHOBEE,268,2798,3066,0.08741030658838878
1307,SC,ANDERSON,1028,10171,11199,0.09179391017055094
1308,MI,MANISTEE,53,626,679,0.0780559646539028
1309,KY,BELL,146,2246,2392,0.061036789297658864
1310,IN,GRANT,184,1045,1229,0.1497152156224573
1311,IL,MADISON,1141,11607,12748,0.08950423595858174
1312,AL,HOUSTON,176,2448,2624,0.06707317073170732
1313,OH,CHAMPAIGN,150,1859,2009,0.0746640119462419
1314,PA,COLUMBIA,80,1335,1415,0.05653710247349823
1315,IN,ALLEN,656,1765,2421,0.27096241222635276
1316,IN,HENRY,27,698,725,0.037241379310344824
1317,SC,RICHLAND,1490,24116,25606,0.05818948683902211
1318,IN,LAPORTE,126,468,594,0.21212121212121213
1319,MT,NA,1970,22227,24197,0.08141505145265943
1320,AL,FRANKLIN,84,1507,1591,0.05279698302954117
1321,PA,BLAIR,234,2335,2569,0.09108602569093033
1322,OH,PUTNAM,277,2420,2697,0.10270671116054876
1323,SC,BEAUFORT,634,9983,10617,0.059715550532165394
1324,PA,YORK,1417,8534,9951,0.14239774896995278
1325,AL,MOBILE,1416,13487,14903,0.09501442662551164
1326,FL,MARION,1829,16696,18525,0.09873144399460189
1327,PA,WESTMORELAND,1888,6612,8500,0.22211764705882353
1328,NY,LEWIS,3,19,22,0.13636363636363635
1329,NE,DOUGLAS,2,10,12,0.16666666666666666
1330,OK,DELAWARE,239,3020,3259,0.07333537895059834
1331,FL,ST. JOHNS,609,10657,11266,0.05405645304455885
1332,OH,GUERNSEY,254,2652,2906,0.08740536820371644
1333,FL,ALACHUA,712,15352,16064,0.044322709163346616
1334,GA,CHATHAM,355,1081,1436,0.24721448467966572
1335,MA,BRISTOL,1762,7122,8884,0.19833408374606035
1336,IN,GIBSON,32,142,174,0.1839080459770115
1337,GA,POLK,5,7,12,0.4166666666666667
1338,MD,CHARLES,125,736,861,0.14518002322880372
1339,VA,ARLINGTON,859,10283,11142,0.07709567402620715
1340,AR,CRAWFORD,360,4006,4366,0.08245533669262482
1341,OK,CANADIAN,632,9192,9824,0.06433224755700326
1342,AL,JEFFERSON,1653,25932,27585,0.05992387166938554
1343,AL,LEE,213,4268,4481,0.04753403258201294
1344,MI,MONROE,657,5676,6333,0.10374230222643296
1345,GA,HOUSTON,64,171,235,0.2723404255319149
1346,NY,WARREN,18,92,110,0.16363636363636364
1347,OK,MCCLAIN,323,3453,3776,0.08554025423728813
1348,NJ,ESSEX,11993,52260,64253,0.18665276329509906
1349,AZ,YAVAPAI,1767,7809,9576,0.18452380952380953
1350,KY,WOODFORD,89,1902,1991,0.04470115519839277
1351,SC,GREENWOOD,272,3785,4057,0.06704461424698052
1352,KS,ELLIS,168,2886,3054,0.0550098231827112
1353,PA,SCHUYLKILL,398,3328,3726,0.10681696188942566
1354,KY,ALLEN,217,3005,3222,0.06734947237740534
1355,IN,FRANKLIN,42,86,128,0.328125
1356,MD,PRINCE GEORGE'S,1710,2556,4266,0.4008438818565401
1357,MI,IOSCO,90,949,1039,0.08662175168431184
1358,NY,MONTGOMERY,37,228,265,0.13962264150943396
1359,DC,NA,7109,11079,18188,0.3908621068836596
1360,WA,CHELAN,311,6582,6893,0.045118235891484115
1361,KS,MONTGOMERY,141,2431,2572,0.05482115085536547
1362,VA,CULPEPER,181,3155,3336,0.054256594724220626
1363,PA,BUCKS,1643,18824,20467,0.0802755655445351
1364,VA,SCOTT,126,1265,1391,0.0905823148813803
1365,MI,ST. CLAIR,733,6845,7578,0.09672736869886514
1366,VA,PRINCE GEORGE,58,1805,1863,0.031132581857219538
1367,CA,SAN MATEO,398,2159,2557,0.1556511536957372
1368,CO,LOGAN,221,708,929,0.2378902045209903
1369,MS,JACKSON,116,947,1063,0.10912511759172154
1370,PA,BEDFORD,112,1028,1140,0.09824561403508772
1371,AR,HEMPSTEAD,69,884,953,0.07240293809024134
1372,WI,FOND DU LAC,689,8789,9478,0.07269466132095379
1373,PA,ERIE,1167,8211,9378,0.12444017914267434
1374,IL,DEKALB,615,5543,6158,0.0998700876908087
1375,MS,DESOTO,138,1237,1375,0.10036363636363636
1376,AR,CRITTENDEN,383,3445,3828,0.10005224660397075
1377,TN,JEFFERSON,160,1927,2087,0.07666506947771921
1378,PA,LACKAWANNA,692,4592,5284,0.13096139288417866
1379,IN,VANDERBURGH,79,1560,1639,0.04820012202562538
1380,OH,SHELBY,159,1240,1399,0.11365260900643316
1381,VA,GLOUCESTER,62,1398,1460,0.04246575342465753
1382,NC,GASTON,1937,13639,15576,0.12435798664612224
1383,IN,HANCOCK,97,718,815,0.11901840490797547
1384,AZ,MARICOPA,49857,219157,269014,0.18533236188451158
1385,IN,OWEN,5,39,44,0.11363636363636363
1386,AL,BALDWIN,316,5469,5785,0.054624027657735524
1387,NC,HOKE,118,1188,1306,0.0903522205206738
1388,VA,PETERSBURG CITY,172,1733,1905,0.09028871391076115
1389,NC,MECKLENBURG,2493,58475,60968,0.04089030310982811
1390,OH,KNOX,353,2446,2799,0.1261164701679171
1391,AZ,GILA,717,4915,5632,0.12730823863636365
1392,MI,LENAWEE,460,5695,6155,0.07473598700243704
1393,OH,FAIRFIELD,733,8054,8787,0.08341868669625584
1394,KY,SHELBY,136,2407,2543,0.053480141565080616
1395,IN,BARTHOLOMEW,65,502,567,0.1146384479717813
1396,IA,PLYMOUTH,61,1562,1623,0.03758471965495995
1397,LA,NA,1328,4775,6103,0.21759790267081763
1398,PA,ARMSTRONG,121,1053,1174,0.1030664395229983
1399,OK,POTTAWATOMIE,560,5548,6108,0.091683038637852
1400,IN,MORGAN,68,337,405,0.16790123456790124
1401,WI,OZAUKEE,414,2525,2939,0.14086423953725757
1402,PA,ELK,59,909,968,0.060950413223140494
1403,VA,FREDERICKSBURG CITY,101,872,973,0.10380267214799589
1404,NC,CHATHAM,209,2046,2255,0.09268292682926829
1405,ME,PENOBSCOT,228,4605,4833,0.04717566728739913
1406,NC,BRUNSWICK,316,7236,7552,0.04184322033898305
1407,VT,FRANKLIN,50,1691,1741,0.02871912693854107
1408,VA,DANVILLE CITY,291,2111,2402,0.12114904246461282
1409,NY,ROCKLAND,1141,7164,8305,0.13738711619506322
1410,NC,YADKIN,245,2703,2948,0.08310719131614654
1411,AL,ETOWAH,245,2986,3231,0.07582791705354379
1412,FL,LEE,1936,16613,18549,0.1043722033532805
1413,FL,MONROE,194,3922,4116,0.047133138969873666
1414,TN,CUMBERLAND,151,2551,2702,0.05588452997779423
1415,NC,FORSYTH,1779,15478,17257,0.10308860172683548
1416,SC,GEORGETOWN,428,4299,4727,0.09054368521260842
1417,MN,CASS,204,91,295,0.6915254237288135
1418,GA,NEWTON,23,29,52,0.4423076923076923
1419,MN,NA,2439,3549,5988,0.407314629258517
1420,CA,SANTA BARBARA,1207,21125,22332,0.054048002865842736
1421,MN,WASHINGTON,1305,803,2108,0.6190702087286527
1422,VA,MECKLENBURG,90,793,883,0.10192525481313704
1423,TN,DAVIDSON,1888,26092,27980,0.06747676912080057
1424,SC,EDGEFIELD,103,1507,1610,0.06397515527950311
1425,IN,LAKE,1437,2855,4292,0.3348089468779124
1426,WI,MONROE,150,2507,2657,0.05645464809936018
1427,IN,STEUBEN,81,153,234,0.34615384615384615
1428,VA,SHENANDOAH,206,2415,2621,0.07859595574208317
1429,CA,KERN,6541,32718,39259,0.16661147762296544
1430,OH,MEIGS,79,585,664,0.11897590361445783
1431,NY,SULLIVAN,115,680,795,0.14465408805031446
1432,GA,DODGE,15,6,21,0.7142857142857143
1433,OH,HOCKING,142,1497,1639,0.08663819402074435
1434,VA,FAUQUIER,193,3040,3233,0.059696875966594495
1435,MI,LIVINGSTON,499,5375,5874,0.08495062989445012
1436,VA,CHESTERFIELD,1034,16607,17641,0.05861345728700187
1437,OK,CREEK,657,4105,4762,0.1379672406551869
1438,OH,HAMILTON,3252,34793,38045,0.08547772374819293
1439,WI,DOOR,88,498,586,0.15017064846416384
1440,IA,DES MOINES,81,1286,1367,0.0592538405267008
1441,GA,BURKE,10,7,17,0.5882352941176471
1442,TN,HARDEMAN,92,1639,1731,0.05314846909300982
1443,FL,GADSDEN,346,3228,3574,0.09681029658645775
1444,KY,CARTER,86,1974,2060,0.04174757281553398
1445,TN,MAURY,264,6312,6576,0.040145985401459854
1446,PA,INDIANA,190,2037,2227,0.08531656937584194
1447,VA,CARROLL,215,1805,2020,0.10643564356435643
1448,PA,ALLEGHENY,7283,44713,51996,0.14006846680513885
1449,IN,JACKSON,29,964,993,0.02920443101711984
1450,MA,FRANKLIN,170,926,1096,0.1551094890510949
1451,OH,ALLEN,838,8145,8983,0.09328732049426695
1452,IN,MIAMI,89,161,250,0.356
1453,PA,TIOGA,120,681,801,0.149812734082397
1454,TN,PUTNAM,190,4961,5151,0.036886041545331004
1455,NY,NASSAU,2417,5144,7561,0.31966671075254594
1456,ME,NA,150,2546,2696,0.055637982195845696
1457,ND,STARK,56,1184,1240,0.04516129032258064
1458,CA,PLACER,924,10075,10999,0.08400763705791435
1459,NJ,UNION,7841,38518,46359,0.1691365214952868
1460,VT,BENNINGTON,65,1357,1422,0.04571026722925457
1461,WA,DOUGLAS,148,3530,3678,0.04023926046764546
1462,MA,HAMPSHIRE,291,3550,3841,0.0757615204373861
1463,SC,AIKEN,730,9053,9783,0.07461923745272411
1464,MI,WEXFORD,84,1293,1377,0.06100217864923747
