state,county,num_infected,total_percent_infected,num_hosp,num_not_hosp,percent_hosp,total_percent_hosp,percent_vaccinated,total_population,population_density_per_sqmi,percent_uninsured,high_school_graduation_rate,percent_some_college,percent_unemployed_CDC,median_household_income,per_capita_income,eightieth_percentile_income,twentieth_percentile_income,percent_below_poverty
ILLINOIS,ADAMS,3724,0.05562443053667717,369,3355,0.0990870032223415,0.005511658127828646,0.41,66949,78.2841330419616,0.052365870045,0.91510770381,0.68068297655,0.064,55174.0,26053.0,97200.0,23003.0,0.129
ILLINOIS,BOONE,5627,0.10487177575667213,335,5292,0.0595343877732361,0.006243476964365588,0.48,53656,191.126609677216,0.075019403482,0.9125632776899999,0.58533451128,0.084,74507.0,27825.0,123282.0,29596.0,0.111
ILLINOIS,BUREAU,393,0.011619655845307789,78,315,0.1984732824427481,0.0023061912364733014,0.42,33822,38.9191216531235,0.060713323842999996,0.83994395079,0.58384146341,0.069,56099.0,27332.0,101365.0,25363.0,0.131
ILLINOIS,CHAMPAIGN,2351,0.011389400251913574,174,2177,0.0740110591237771,0.0008429415754287375,0.48,206420,207.199945763623,0.060591156358,0.86297385241,0.7998687540999999,0.054000000000000006,53251.0,27373.0,109091.0,17064.0,0.21600000000000003
ILLINOIS,CHRISTIAN,429,0.012659348441926345,89,340,0.2074592074592074,0.0026262983947119923,0.42,33888,47.7714924662068,0.06026812196,0.9072460262600001,0.5604863984,0.05,52936.0,23823.0,93517.0,21289.0,0.136
ILLINOIS,CLINTON,453,0.01196576681282688,124,329,0.2737306843267108,0.003275397538168947,0.4,37858,79.8549368425026,0.047577418379,0.86472071373,0.6669713589299999,0.048,66597.0,29512.0,115316.0,29507.0,0.095
ILLINOIS,COLES,1143,0.02164690731411689,304,839,0.2659667541557305,0.0057573576758456115,0.42,52802,103.882148116678,0.069443060676,0.93802099334,0.6804895724300001,0.07400000000000001,47291.0,23944.0,87837.0,16408.0,0.21899999999999997
ILLINOIS,COOK,144272,0.02759826496989522,35473,108799,0.2458758456249307,0.0067857467372538895,0.45,5227575,5531.87853880069,0.09972268492,0.88180003292,0.70540772301,0.09699999999999999,63347.0,32179.0,129866.0,23452.0,0.16699999999999998
ILLINOIS,DEKALB,6158,0.05895192326102357,615,5543,0.0998700876908087,0.005887533745620249,0.5,104458,165.451463866655,0.06307213369,0.89926627106,0.74648266318,0.094,63274.0,25172.0,115691.0,23980.0,0.182
ILLINOIS,DUPAGE,66308,0.0712595404260441,6304,60004,0.0950714845870784,0.006774750299296948,0.52,930514,2841.1124920084,0.063975946593,0.94307007076,0.7839703717400001,0.061,93540.0,40547.0,166159.0,39243.0,0.07
ILLINOIS,EFFINGHAM,499,0.014524391663755966,95,404,0.1903807615230461,0.0027651647456048436,0.34,34356,71.7578090609911,0.055948278924,0.92339035667,0.6624028690999999,0.049,60773.0,27680.0,105880.0,25382.0,0.10800000000000001
ILLINOIS,FAYETTE,2763,0.1254483541430193,142,2621,0.0513934129569308,0.006447219069239501,0.4,22025,30.7403635679093,0.072004500281,0.89141138422,0.52177925434,0.08,47484.0,21665.0,93174.0,19952.0,0.161
ILLINOIS,FRANKLIN,396,0.010024555097081235,206,190,0.5202020202020202,0.005214793813128117,0.35,39503,96.6102961887997,0.06754477030900001,0.8333619834700001,0.6371440991099999,0.107,42071.0,22119.0,82143.0,16805.0,0.192
ILLINOIS,FULTON,985,0.02732543623602519,121,864,0.1228426395939086,0.0033567287152883735,0.35,36047,41.6442034032805,0.06384141106699999,0.89029985755,0.59628743879,0.078,51258.0,22969.0,91211.0,21117.0,0.156
ILLINOIS,GRUNDY,558,0.011085064960864555,127,431,0.2275985663082437,0.0025229448925265206,0.45,50338,120.410924382417,0.049975940056,0.9381742039700001,0.66508278269,0.075,79348.0,30232.0,132983.0,34403.0,0.098
ILLINOIS,HENRY,1007,0.020269318250437793,110,897,0.109235352532274,0.002214126124675429,0.5,49681,60.3659907346303,0.06245360772,0.9207264462800001,0.6503590664300001,0.053,58042.0,27777.0,104789.0,23405.0,0.12300000000000001
ILLINOIS,IROQUOIS,435,0.01509682793086694,133,302,0.3057471264367816,0.00461581175817311,0.37,28814,25.7891648484534,0.077443401436,0.9402128935499999,0.57360490147,0.067,55247.0,25562.0,93795.0,22359.0,0.161
ILLINOIS,JACKSON,2003,0.03384131918632155,180,1823,0.0898652021967049,0.0030411569912820167,0.4,59188,101.336871980423,0.076966352916,0.8663550939700001,0.7746802002200001,0.09,41445.0,21948.0,84714.0,13081.0,0.28300000000000003
ILLINOIS,JEFFERSON,237,0.006152168834202944,86,151,0.3628691983122363,0.0022324325727487476,0.44,38523,67.4462117971844,0.058724370442,0.8601687657399999,0.5963810537500001,0.094,47425.0,23054.0,96866.0,19998.0,0.177
ILLINOIS,JERSEY,164,0.007308052225836638,30,134,0.1829268292682926,0.001336838821799385,0.4,22441,60.7694845602227,0.050440630798,0.845,0.66976648068,0.079,59117.0,26346.0,110180.0,27359.0,0.091
ILLINOIS,JO DAVIESS,210,0.009465428648697377,55,155,0.2619047619047619,0.002479040836563599,0.47,22186,36.9209358801287,0.071269203799,0.92889334741,0.6258389261699999,0.049,56832.0,29892.0,102344.0,26353.0,0.09300000000000001
ILLINOIS,KANE,25317,0.048074969379907524,4055,21262,0.1601690563652881,0.00770012248036991,0.49,526615,1012.40390912471,0.09103724507600001,0.8810308255,0.61926218998,0.069,79834.0,31774.0,146416.0,34668.0,0.11
ILLINOIS,KANKAKEE,2387,0.0214094158377656,428,1959,0.1793045664013406,0.003838806023696555,0.46,111493,164.791376396664,0.066581044065,0.9316377862599999,0.60437121469,0.084,53884.0,25111.0,108008.0,23230.0,0.157
ILLINOIS,KENDALL,4291,0.0353308302868623,690,3601,0.1608016779305523,0.005681256792807035,0.53,121452,379.200573131497,0.052563618315999996,0.95267103935,0.7279316522000001,0.053,93345.0,31920.0,146913.0,47749.0,0.054000000000000006
ILLINOIS,KNOX,1528,0.02952542896892874,150,1378,0.0981675392670157,0.002898438707682795,0.5,51752,72.2374813871255,0.05780457199,0.8684771784199999,0.56347206534,0.068,44553.0,22939.0,86990.0,18321.0,0.17600000000000002
ILLINOIS,LAKE,36651,0.052143294114299535,5010,31641,0.1366947695833674,0.0071277155742719344,0.51,702890,1583.5244361188,0.07134818399000001,0.90943451402,0.6937458815099999,0.07,87336.0,40655.0,174947.0,36005.0,0.08900000000000001
ILLINOIS,LASALLE,2912,0.02601509804797427,357,2555,0.1225961538461538,0.0031893509626122305,0.45,111935,98.6093279151122,0.05921120497000001,0.8548473066,0.59707557919,0.096,54063.0,26228.0,106226.0,24180.0,0.139
ILLINOIS,LEE,903,0.02600956276283196,116,787,0.1284606866002214,0.0033412062906849472,0.44,34718,47.896357203654,0.058109657272,0.83375732899,0.62427540518,0.064,54915.0,27021.0,102956.0,25402.0,0.12
ILLINOIS,LIVINGSTON,617,0.016551317130747357,80,537,0.1296596434359805,0.002146037877568539,0.51,37278,35.6991026915962,0.05722268587400001,0.9365670478200001,0.52444600774,0.061,59323.0,26777.0,107460.0,23154.0,0.128
ILLINOIS,LOGAN,3485,0.11686787391012743,167,3318,0.0479196556671449,0.0056002682763246145,0.41,29820,48.2480397853712,0.052516302454000005,0.8215747663599999,0.60832004253,0.071,52959.0,23410.0,104778.0,27889.0,0.125
ILLINOIS,MACON,4579,0.042240138740267885,539,4040,0.1177112906748198,0.004972141249400391,0.46,108404,186.682269353919,0.055362227143,0.84808781484,0.64575601097,0.10099999999999999,50684.0,27010.0,98691.0,20566.0,0.187
ILLINOIS,MACOUPIN,497,0.010692311002108342,83,414,0.1670020120724346,0.0017856374510563228,0.35,46482,53.8660348590942,0.059535682624000004,0.8794044723400001,0.62713163441,0.094,53409.0,26779.0,103007.0,23261.0,0.13
ILLINOIS,MADISON,12748,0.04778845324806286,1141,11607,0.0895042359585817,0.00427726899561027,0.51,266759,372.707150480075,0.049205690006999994,0.8698533871799999,0.70143515393,0.08199999999999999,60121.0,29100.0,111283.0,24716.0,0.132
ILLINOIS,MARION,491,0.012752253071189257,137,354,0.2790224032586558,0.003558164298885801,0.46,38503,67.2689584348552,0.061734150239999994,0.82080718796,0.6091023154999999,0.091,46096.0,23366.0,89437.0,20122.0,0.183
ILLINOIS,MCDONOUGH,1857,0.05853058908815835,166,1691,0.089391491653204,0.005232136665931226,0.47,31727,53.8286667009479,0.071379951899,0.89252420185,0.71304215027,0.09300000000000001,42887.0,22387.0,96850.0,15580.0,0.235
ILLINOIS,MCHENRY,15170,0.049400324993568515,1876,13294,0.1236651285431773,0.006109097540404386,0.5,307083,509.071975174095,0.059537428688,0.93090276588,0.70464739002,0.065,86268.0,34589.0,147437.0,39380.0,0.078
ILLINOIS,MCLEAN,6916,0.03991827028524594,687,6229,0.0993348756506651,0.003965276414974546,0.57,173254,146.409889538407,0.051281505601,0.9158841157400001,0.78267038953,0.047,67087.0,31752.0,130476.0,25210.0,0.142
ILLINOIS,MONROE,520,0.015428893570305314,129,391,0.248076923076923,0.0038275524434026645,0.52,33703,87.5364760251572,0.036590524535,0.92859009547,0.8003033367000001,0.046,88481.0,35699.0,146948.0,34475.0,0.044000000000000004
ILLINOIS,MONTGOMERY,2331,0.07955359885328146,129,2202,0.0553410553410553,0.004402580116719566,0.31,29301,41.639299492603,0.059814418273000006,0.86096663954,0.54975369458,0.057,53138.0,21072.0,93447.0,20766.0,0.154
ILLINOIS,MORGAN,537,0.01543059107496911,144,393,0.2681564245810056,0.004137812131835292,0.42,34801,61.1828179559862,0.05221817016,0.7768716417900001,0.60089361188,0.07200000000000001,48976.0,25201.0,93505.0,20457.0,0.15
ILLINOIS,OGLE,4879,0.0937656147903294,297,4582,0.0608731297397007,0.005707806434254526,0.49,52034,68.594197907126,0.066498134104,0.94192792162,0.63325391423,0.065,61794.0,28026.0,111199.0,27554.0,0.109
ILLINOIS,PEORIA,4824,0.025821922941044226,1330,3494,0.2757048092868988,0.007119228339881596,0.49,186818,301.713879567925,0.063206356876,0.82227084947,0.71201203083,0.08199999999999999,56478.0,29055.0,106649.0,21476.0,0.165
ILLINOIS,PERRY,2095,0.09701319749942117,120,1975,0.0572792362768496,0.005556841861542023,0.29,21595,48.8826206548812,0.056608776349,0.91449701314,0.46657233817,0.066,49965.0,22650.0,90091.0,17975.0,0.161
ILLINOIS,RANDOLPH,634,0.019250622457035283,56,578,0.0883280757097791,0.0017003704378453876,0.29,32934,57.2264790523513,0.054939673211000004,0.87711350919,0.47966452206,0.052000000000000005,53607.0,23424.0,94344.0,24199.0,0.111
ILLINOIS,ROCK ISLAND,2904,0.019817655729650052,339,2565,0.1167355371900826,0.002313424687448818,0.52,146536,342.806745823674,0.067429185267,0.92542577288,0.6438651176000001,0.077,52642.0,26893.0,100224.0,22918.0,0.151
ILLINOIS,SALINE,442,0.017924490044202927,71,371,0.1606334841628959,0.0028792732876434567,0.25,24659,64.9217399687627,0.070537428023,0.87892461005,0.66379310345,0.124,40761.0,21917.0,87397.0,14552.0,0.223
ILLINOIS,SANGAMON,4679,0.023555293774132974,992,3687,0.2120111134857875,0.004993984061538771,0.51,198639,228.767311065734,0.054573998854,0.85277775167,0.70768327971,0.075,62242.0,31904.0,117015.0,23511.0,0.152
ILLINOIS,SHELBY,1487,0.06755713052564627,77,1410,0.0517821116341627,0.0034982508745627187,0.46,22011,29.0177670402204,0.050835407039,0.93461187215,0.59485123444,0.054000000000000006,56509.0,23974.0,89071.0,23289.0,0.129
ILLINOIS,ST. CLAIR,8987,0.033840546148082046,1163,7824,0.1294091465450094,0.004379276195640305,0.43,265569,403.736094756425,0.061790247161,0.88178642007,0.67371770321,0.083,58222.0,27683.0,111084.0,21076.0,0.17600000000000002
ILLINOIS,STEPHENSON,1422,0.030724023939675476,148,1274,0.1040787623066104,0.0031977183847200917,0.47,46283,81.9822652965161,0.06287029048,0.81769498681,0.66619687771,0.085,47357.0,24529.0,91811.0,20676.0,0.159
ILLINOIS,TAZEWELL,6083,0.044926144756277694,497,5586,0.0817031070195627,0.003670605612998523,0.52,135400,209.310659594268,0.046238426463,0.88999379403,0.69354790819,0.051,61508.0,30700.0,113740.0,29515.0,0.079
ILLINOIS,VERMILION,1106,0.013892203534598621,438,668,0.3960216998191682,0.005501614058005602,0.34,79613,88.6195807912889,0.064625682114,0.8315611608400001,0.5060471734299999,0.09699999999999999,44638.0,22733.0,87768.0,19725.0,0.19699999999999998
ILLINOIS,WHITESIDE,4384,0.07670370046365148,227,4157,0.0517791970802919,0.003971656023095092,0.46,57155,83.52946880548,0.059784332382000004,0.8754533233799999,0.61705039446,0.068,57197.0,26155.0,96898.0,25163.0,0.114
ILLINOIS,WILL,20006,0.029189731797635756,4540,15466,0.2269319204238728,0.006624081893495269,0.46,685378,818.914742294628,0.062626181662,0.9134537050199999,0.69063600227,0.068,86108.0,32311.0,149626.0,38057.0,0.077
ILLINOIS,WILLIAMSON,689,0.010232268028988951,318,371,0.4615384615384615,0.004722585244148747,0.43,67336,160.25713827065,0.053857021757999994,0.83932640333,0.67195889383,0.076,46187.0,25238.0,95002.0,20597.0,0.149
ILLINOIS,WINNEBAGO,10475,0.036258722862206466,1130,9345,0.1078758949880668,0.003911442179884803,0.49,288896,562.713200693635,0.073973144439,0.79382023011,0.59781782729,0.105,53795.0,26187.0,101040.0,22173.0,0.155
ILLINOIS,WOODFORD,233,0.005955576003885183,110,123,0.4721030042918455,0.0028116453237226184,0.55,39123,74.1231113008018,0.044944532488000004,0.9405287449399999,0.74702244617,0.053,72247.0,32360.0,126714.0,35112.0,0.077
INDIANA,ADAMS,76,0.002183092522908109,23,53,0.3026315789473684,0.0006606727371958752,0.44,34813,102.684660053445,0.11623896947000001,0.9307692307700001,0.52321428571,0.055,56693.0,21173.0,88993.0,23297.0,0.18
INDIANA,ALLEN,2421,0.006622625251323294,656,1765,0.2709624122263527,0.0017944825133697155,0.48,365565,556.143776648458,0.09710885433199999,0.91815041191,0.66798008047,0.07,54473.0,26058.0,99467.0,23886.0,0.152
INDIANA,BARTHOLOMEW,567,0.007069560988990437,65,502,0.1146384479717813,0.000810443499619715,0.55,80203,197.110388061039,0.09885531336299999,0.8924259056,0.66686315408,0.052000000000000005,63067.0,28631.0,111463.0,26505.0,0.126
INDIANA,BOONE,272,0.0043953202766466295,69,203,0.2536764705882353,0.001114989334884623,0.54,61884,146.328495915337,0.067289525229,0.9506329113900001,0.7995810486099999,0.033,85876.0,40487.0,159582.0,37447.0,0.061
INDIANA,CARROLL,176,0.008796921077622833,23,153,0.1306818181818181,0.001149597640825711,0.48,20007,53.7493288854529,0.10203067751,0.92857142857,0.54152969538,0.069,57092.0,25647.0,106658.0,26394.0,0.10800000000000001
INDIANA,CASS,94,0.0024527711094875274,41,53,0.4361702127659574,0.0010698256966913684,0.52,38324,92.9845235275449,0.13198565372999999,0.90574712644,0.49606735350000003,0.076,48598.0,22625.0,87805.0,21899.0,0.151
INDIANA,CLARK,1040,0.009123367224303246,137,903,0.1317307692307692,0.0012018281824322547,0.49,113993,305.750384020829,0.085838265103,0.91454396056,0.63846251427,0.062,56774.0,25693.0,100504.0,26449.0,0.099
INDIANA,CLAY,69,0.0025971093044263776,40,29,0.5797101449275363,0.0015055706112616681,0.41,26568,74.3009311450669,0.084085066604,0.89530685921,0.56341348421,0.064,52699.0,22913.0,94239.0,24917.0,0.16699999999999998
INDIANA,CLINTON,171,0.005230637464823198,35,136,0.2046783625730994,0.0010705983115135201,0.54,32692,80.7076309958608,0.11664033702,0.9019138755999999,0.46328784925,0.06,51730.0,23260.0,93250.0,25823.0,0.127
INDIANA,DAVIESS,133,0.0040818831906208755,59,74,0.4436090225563909,0.0018107602123806892,0.3,32583,75.8646354837681,0.17933448822999998,0.94754098361,0.42125311966,0.055,55434.0,21472.0,100655.0,22341.0,0.135
INDIANA,DEARBORN,83,0.0016750080723280593,36,47,0.4337349397590361,0.0007265095253471101,0.53,49552,162.447521141849,0.07301246554299999,0.94281524927,0.58242343542,0.071,66502.0,28471.0,117877.0,27517.0,0.09300000000000001
INDIANA,DECATUR,249,0.009453302961275627,59,190,0.2369477911646586,0.0022399392558845863,0.4,26340,70.6985678734136,0.081271129141,0.95637583893,0.65280632411,0.053,57441.0,24175.0,96148.0,26045.0,0.13
INDIANA,DEKALB,120,0.002824260396808586,18,102,0.15,0.00042363905952128787,0.47,42489,117.103645362921,0.08277655083699999,0.91326530612,0.57865551124,0.062,58987.0,25132.0,93085.0,26461.0,0.128
INDIANA,DELAWARE,839,0.007204004705357066,231,608,0.2753277711561382,0.0019834625589242936,0.52,116463,297.002525399081,0.090132266715,0.9072416598899999,0.65119973928,0.094,43096.0,21566.0,86210.0,17460.0,0.22
INDIANA,DUBOIS,190,0.0044869524146888655,42,148,0.2210526315789473,0.000991852639036486,0.45,42345,99.1059426329682,0.089484313224,0.92962962963,0.6368061309,0.028999999999999998,62126.0,27331.0,105062.0,26063.0,0.085
INDIANA,ELKHART,684,0.0033921840904582424,226,458,0.3304093567251462,0.001120809363221583,0.51,201640,435.344295250357,0.14192814177000002,0.9077107470999999,0.49106879679000004,0.065,59251.0,22387.0,97485.0,25799.0,0.149
INDIANA,FAYETTE,362,0.015333785157573703,47,315,0.1298342541436464,0.0019908505591324974,0.45,23608,109.794030047284,0.09604982789699999,0.9179104477600001,0.51303854875,0.092,47737.0,21716.0,83829.0,18766.0,0.193
INDIANA,FLOYD,957,0.012544239087691703,166,791,0.1734587251828631,0.0021759077205400447,0.5,76290,515.513369810276,0.069237334161,0.94052863436,0.6872538207,0.064,64992.0,29350.0,117468.0,26215.0,0.121
INDIANA,FRANKLIN,128,0.005592694542753528,42,86,0.328125,0.0018351028968410013,0.5,22887,59.5348385434094,0.08882305413399999,0.95604395604,0.5690880379,0.06,62251.0,24748.0,108768.0,25767.0,0.114
INDIANA,GIBSON,174,0.005165657285358034,32,142,0.1839080459770115,0.0009500059375371097,0.53,33684,69.0961214932451,0.067459301262,0.92286501377,0.61354986044,0.039,56960.0,25990.0,99871.0,25070.0,0.11
INDIANA,GRANT,1229,0.01800231437402042,184,1045,0.1497152156224573,0.002695220378209729,0.48,68269,164.870637057382,0.085586410335,0.9586114819799999,0.5352557356300001,0.081,45138.0,20348.0,81937.0,20144.0,0.19399999999999998
INDIANA,GREENE,141,0.00432077957895382,31,110,0.2198581560283688,0.0009499586308338185,0.41,32633,60.1519721226175,0.08899688958,0.9411764705900001,0.5294355927600001,0.062,46835.0,23189.0,88874.0,21369.0,0.149
INDIANA,HAMILTON,1270,0.004190838233644181,350,920,0.2755905511811024,0.0011549554187208373,0.56,303042,768.563130292947,0.061059261261,0.76805935182,0.86897727538,0.035,101740.0,42361.0,171567.0,45631.0,0.051
INDIANA,HANCOCK,815,0.011326523521645473,97,718,0.1190184049079754,0.001348064762698909,0.57,71955,235.133956667221,0.060362427791000005,0.91649694501,0.69180345929,0.049,73831.0,30011.0,120901.0,33962.0,0.07400000000000001
INDIANA,HARRISON,307,0.0077978155956311915,50,257,0.1628664495114006,0.00127000254000508,0.52,39370,81.2564593084421,0.082314837448,0.97052154195,0.53853503185,0.067,60379.0,25319.0,100096.0,24367.0,0.132
INDIANA,HENDRICKS,1136,0.007290603721031723,215,921,0.1892605633802817,0.001379823767624842,0.55,155817,382.943275101524,0.06617668128,0.96322489392,0.75350788701,0.05,80834.0,31335.0,132359.0,39857.0,0.051
INDIANA,HENRY,725,0.014810123996486426,27,698,0.0372413793103448,0.000551549445386391,0.41,48953,124.919595089908,0.07973190945,0.9358974359,0.53080963896,0.084,50183.0,22182.0,85883.0,21710.0,0.162
INDIANA,HOWARD,456,0.005512039454598201,170,286,0.3728070175438596,0.0020549269896528383,0.47,82728,282.35104581971,0.082889490824,0.75103391232,0.60192808755,0.076,55365.0,25507.0,97739.0,21108.0,0.168
INDIANA,HUNTINGTON,91,0.0024798343143666883,23,68,0.2527472527472527,0.0006267713102245476,0.51,36696,95.9001191573499,0.07904827114,0.9175257732,0.56479133041,0.052000000000000005,53809.0,23396.0,92728.0,24480.0,0.12
INDIANA,JACKSON,993,0.022755918142860418,29,964,0.0292044310171198,0.0006645736416343929,0.5,43637,85.6778894669234,0.10010976948,0.92307692308,0.51929700609,0.055999999999999994,55518.0,23098.0,95554.0,21810.0,0.14800000000000002
INDIANA,JASPER,482,0.014404829503003497,44,438,0.0912863070539419,0.0013149636890708587,0.45,33461,59.7914430721707,0.09591889784199999,0.9296482412100001,0.5373596593100001,0.064,66720.0,24839.0,101898.0,28648.0,0.077
INDIANA,JAY,234,0.011039818833742216,61,173,0.2606837606837607,0.0028779014908473298,0.52,21196,55.2115587215824,0.095495072736,0.9593495935,0.46909805634,0.076,48392.0,20234.0,80691.0,21277.0,0.159
INDIANA,JEFFERSON,57,0.0017548180530755496,4,53,0.0701754385964912,0.0001231451265316175,0.5,32482,90.0696199822621,0.09100511903799999,0.81524926686,0.50662121411,0.07400000000000001,51031.0,23006.0,94108.0,22168.0,0.145
INDIANA,JENNINGS,272,0.009706312671733932,28,244,0.1029411764705882,0.0009991792456196696,0.47,28023,74.4124768460368,0.08781832502,0.90522875817,0.49326103796,0.067,51560.0,22374.0,86556.0,22394.0,0.153
INDIANA,JOHNSON,987,0.006688487263412551,197,790,0.1995947315096251,0.0013349868195463755,0.54,147567,460.528490466854,0.079430607159,0.9337252805999999,0.69590041412,0.055,69880.0,29877.0,121724.0,32098.0,0.09300000000000001
INDIANA,KNOX,207,0.005453683212140373,72,135,0.3478260869565217,0.0018969332911792601,0.48,37956,73.5540604114397,0.08456843940700001,0.9689440993799999,0.59294117647,0.053,48606.0,22976.0,88538.0,20510.0,0.141
INDIANA,KOSCIUSKO,181,0.0023068785766176825,30,151,0.1657458563535911,0.00038235556518525127,0.49,78461,147.643956066337,0.11794682309,0.9264214046799999,0.56203960086,0.053,57367.0,26854.0,103130.0,28940.0,0.11
INDIANA,LAGRANGE,93,0.0024221903893736165,34,59,0.3655913978494624,0.000885531970308634,0.47,38395,101.137984677896,0.24854621129,0.92546583851,0.29987538235,0.040999999999999995,67498.0,21774.0,102296.0,30589.0,0.125
INDIANA,LAKE,4292,0.008764585520055218,1437,2855,0.3348089468779124,0.0029344616477910875,0.4,489698,981.575199983001,0.09679060245700001,0.87473286207,0.61158668468,0.096,55280.0,25483.0,105016.0,22413.0,0.17600000000000002
INDIANA,LAPORTE,594,0.005351688845242493,126,468,0.2121212121212121,0.0011352067247484075,0.5,110993,185.505748668339,0.088393806879,0.88803680982,0.51709996077,0.08800000000000001,52095.0,24340.0,96338.0,22717.0,0.17300000000000001
INDIANA,LAWRENCE,1110,0.024290966386554622,43,1067,0.0387387387387387,0.0009410014005602241,0.46,45696,101.732411468924,0.0852304122,0.8430493273499999,0.56543560606,0.055999999999999994,53187.0,23743.0,88723.0,22432.0,0.129
INDIANA,MADISON,622,0.004789699835209684,151,471,0.2427652733118971,0.0011627727895766275,0.52,129862,287.358707154068,0.090541455835,0.84898843931,0.55619552161,0.078,49522.0,22997.0,90476.0,20536.0,0.168
INDIANA,MARION,5311,0.005697629760272577,1972,3339,0.3713048390133684,0.0021155575008957863,0.49,932142,2351.65513628449,0.11683586369,0.75923988842,0.62332883381,0.09,48409.0,25208.0,94965.0,19955.0,0.205
INDIANA,MARSHALL,105,0.0022420088399205686,24,81,0.2285714285714285,0.0005124591634104158,0.5,46833,105.567978008899,0.12764730551,0.89695945946,0.5066717865,0.077,55766.0,23372.0,97551.0,23741.0,0.11599999999999999
INDIANA,MIAMI,250,0.0069265508547363755,89,161,0.356,0.0024658521042861497,0.41,36093,96.5461123000348,0.099996206517,0.94943820225,0.46830985915,0.08900000000000001,47624.0,21940.0,86649.0,21632.0,0.161
INDIANA,MONROE,330,0.002302989699355163,31,299,0.0939393939393939,0.00021634145660609107,0.5,143292,363.202680762788,0.09152251257499999,0.9076620825099999,0.78335221151,0.066,48883.0,25488.0,102136.0,16661.0,0.25
INDIANA,MONTGOMERY,552,0.014485147475595676,52,500,0.0942028985507246,0.0013645428781358245,0.55,38108,75.5185663253501,0.097663368914,0.9679633867299999,0.56556717619,0.054000000000000006,53700.0,24095.0,94914.0,26299.0,0.127
INDIANA,MORGAN,405,0.005827002762430939,68,337,0.1679012345679012,0.0009783609576427257,0.52,69504,172.044718698731,0.082297626662,0.9205776173300001,0.56406093906,0.064,66151.0,26556.0,109218.0,30655.0,0.125
INDIANA,NOBLE,110,0.0023115556769706014,13,97,0.1181818181818181,0.0002731838527328892,0.48,47587,115.828399568587,0.10397615319,0.91155234657,0.51762848623,0.07,61341.0,23792.0,92388.0,26029.0,0.114
INDIANA,OWEN,44,0.002091453560224356,5,39,0.1136363636363636,0.00023766517729822227,0.47,21038,54.6016659128716,0.11269041621999999,0.92134831461,0.48048780488,0.068,49731.0,22675.0,82987.0,23123.0,0.14800000000000002
INDIANA,PORTER,833,0.004987546103367342,147,686,0.1764705882352941,0.0008801551947118839,0.46,167016,399.49986407087,0.074772249977,0.90814884597,0.69119104943,0.063,69298.0,30615.0,122175.0,29817.0,0.10800000000000001
INDIANA,POSEY,143,0.00560191170133584,3,140,0.0209790209790209,0.0001175226231049477,0.6,25527,62.3259935478347,0.064123957092,0.9264214046799999,0.68984229269,0.046,68162.0,30396.0,113386.0,26541.0,0.09699999999999999
INDIANA,PUTNAM,173,0.004597884441609525,21,152,0.1213872832369942,0.0005581247010046245,0.45,37626,78.2998847235066,0.082356879813,0.9144254278699999,0.49434479607,0.065,54718.0,23040.0,95979.0,25882.0,0.10300000000000001
INDIANA,RANDOLPH,191,0.007518796992481203,29,162,0.1518324607329843,0.0011415974491201827,0.39,25403,56.1542461589009,0.096108790873,0.9067055393600001,0.54605146406,0.064,46441.0,22817.0,83189.0,20434.0,0.17300000000000001
INDIANA,RIPLEY,54,0.0018859358083330423,12,42,0.2222222222222222,0.0004190968462962316,0.48,28633,64.1383844551059,0.092240934869,0.9383259911899999,0.61543257989,0.066,57436.0,23980.0,99593.0,26441.0,0.10099999999999999
INDIANA,SCOTT,147,0.00619364624589197,19,128,0.1292517006802721,0.0008005393106935198,0.42,23734,124.65535672942,0.085803034932,0.8661971830999999,0.43868498869,0.067,44913.0,23103.0,87352.0,20570.0,0.14
INDIANA,SHELBY,1607,0.03619043329429781,198,1409,0.1232109520846297,0.0044590577425457165,0.52,44404,107.996991792805,0.085369532428,0.953722334,0.52781686837,0.077,57193.0,25478.0,103180.0,26911.0,0.125
INDIANA,SPENCER,134,0.006449439283823459,11,123,0.0820895522388059,0.0005294315830004332,0.48,20777,52.3623094716518,0.084924012158,0.92608695652,0.58843011702,0.057,56862.0,25914.0,99394.0,27923.0,0.099
INDIANA,ST. JOSEPH,882,0.0032947821409359873,176,706,0.1995464852607709,0.0006574621959237344,0.51,267696,584.638110381532,0.10225596291,0.8467486819,0.6477140729699999,0.075,54674.0,24748.0,100177.0,21572.0,0.172
INDIANA,STARKE,415,0.01798950973167454,33,382,0.0795180722891566,0.0014304911352897827,0.35,23069,74.6242300928262,0.09817966393800001,0.92635658915,0.46065077563,0.095,49972.0,21343.0,84975.0,21753.0,0.157
INDIANA,STEUBEN,234,0.006826336824294758,81,153,0.3461538461538461,0.0023629627468712625,0.48,34279,111.015940498249,0.095585732118,0.86363636364,0.58771444383,0.059000000000000004,58295.0,25497.0,98139.0,29054.0,0.10400000000000001
INDIANA,SULLIVAN,35,0.0016646057262436982,15,20,0.4285714285714285,0.0007134024541044421,0.42,21026,47.0244997814197,0.09407921056099999,0.82329317269,0.50189223283,0.055999999999999994,47554.0,20219.0,92249.0,20447.0,0.17300000000000001
INDIANA,TIPPECANOE,1197,0.006526824321008522,100,1097,0.0835421888053467,0.0005452651897250228,0.54,183397,366.938635325281,0.09946326520099999,0.84662576687,0.73251169447,0.062,52269.0,24221.0,101927.0,20933.0,0.218
